sourcecode,latnad27,lonnad27,elevngvd29m,obsgrvless976000mg,itc,otc,faanom,cbanom267,latnad83,lonnad83,elevngvd88m
77481235,41.5895,-121.587,2049.9,3765.5,0.02,3.06,86.38,-141.53,41.5893794,-121.5881057,2051.17
77484235,41.581001,-121.58567,2040.8,3765.39,0.06,3.03,84.23,-142.66,41.5808805,-121.5867757,2042.06
77480235,41.596169,-121.585,2034,3768.44,0.5,3.19,83.82,-141.7,41.5960483,-121.5861057,2035.27
77481235,41.576668,-121.58417,2041.4,3763.81,0.2,3.09,83.22,-143.53,41.5765476,-121.5852756,2042.66
77481235,41.603668,-121.58417,2082.8,3758.14,0.16,3.61,87.89,-143.02,41.6035471,-121.5852757,2084.07
77487235,41.534168,-121.5835,1918.6,3772.19,0.09,2.71,57.58,-155.91,41.5340484,-121.5846055,1919.84
77483235,41.558167,-121.58167,2088.4,3747.39,0.37,3.79,82.95,-148.19,41.558047,-121.5827755,2089.65
77482235,41.563999,-121.5805,2065.5,3753.5,0.38,3.42,81.48,-147.46,41.5638789,-121.5816055,2066.76
5675 ngs,41.586498,-121.58017,2045.5,3762.71,0.16,3.06,82.5,-144.78,41.5863775,-121.5812755,2046.77
77485235,41.573166,-121.58,2047.6,3761.44,0.33,3.15,83.08,-144.18,41.5730457,-121.5811055,2048.86
5675 143,41.595165,-121.58,2040.9,3765.93,0.31,3.25,83.53,-142.9,41.5950443,-121.5811055,2042.17
77483017,41.6665,-121.5795,1810.2,3803.94,0.13,2.43,44.03,-157.55,41.6663781,-121.5806057,1811.42
774806,41.617168,-121.57816,2272.4,3717.56,0.67,6.51,104.53,-144.18,41.617047,-121.5792655,2273.66
77489235,41.594166,-121.5775,2037.6,3767.25,0.56,3.26,83.92,-141.88,41.5940454,-121.5786055,2038.87
77486235,41.566666,-121.57567,2046.9,3759.56,0.21,3.23,81.57,-145.65,41.5665459,-121.5767753,2048.16
77482235,41.598167,-121.575,2041.6,3766.14,1.32,3.48,83.68,-141.58,41.5980463,-121.5761054,2042.87
2713 ngs,41.563667,-121.57333,2045.5,3758,0.24,3.25,79.85,-147.17,41.5635469,-121.5744353,2046.76
27130193,41.563667,-121.57333,2045.5,3757.96,0.24,3.25,79.81,-147.21,41.5635469,-121.5744353,2046.76
2713 ngs,41.595165,-121.57333,2040.9,3766.8,0.66,3.38,84.4,-141.55,41.5950444,-121.5744354,2042.17
77487235,41.563168,-121.573,2051.3,3756.69,0.12,3.29,80.37,-147.37,41.563048,-121.5741053,2052.55
774805,41.618668,-121.57066,2265.5,3717.75,0.12,6.51,102.46,-146.03,41.618547,-121.5717653,2266.76
77485235,41.644669,-121.57066,1899.7,3791.31,0.51,3.16,60.94,-149.56,41.6445475,-121.5717654,1900.94
77488235,41.588665,-121.5695,2045,3764.89,0.33,3.2,84.34,-142.58,41.5885445,-121.5706052,2046.27
77482017,41.548668,-121.56767,2002.4,3762.5,0.18,3.12,72.41,-149.97,41.5485483,-121.5687751,2003.64
77487235,41.584,-121.56767,2071.4,3758.75,0.03,3.27,86.75,-143.35,41.5838796,-121.5687752,2072.67
77483235,41.594666,-121.567,2047.4,3764.94,0.64,3.49,84.59,-142,41.5945454,-121.5681052,2048.68
77485017,41.512001,-121.56667,1767.2,3798.75,0.2,1.93,39.46,-157.72,41.5118819,-121.5677749,1768.41
774804,41.621666,-121.56416,2335.3,3691.39,3.44,9.05,97.34,-153.1,41.621545,-121.5652652,2336.56
77488235,41.564667,-121.56216,2040.6,3760.64,0.35,3.22,80.89,-145.5,41.564547,-121.5632649,2041.85
77485235,41.583168,-121.56216,2063.9,3759,0.07,3.28,84.76,-144.45,41.5830477,-121.563265,2065.17
77483235,41.570999,-121.56116,2058.9,3758.14,0.42,3.28,83.46,-144.85,41.5708789,-121.5622649,2060.16
77481017,41.551498,-121.55717,1961,3770.56,0.14,2.9,67.46,-150.54,41.5513783,-121.5582747,1962.24
77489235,41.564167,-121.55617,2065.9,3753.5,0.11,3.47,81.59,-147.62,41.5640471,-121.5572748,2067.15
77484235,41.591167,-121.556,2065.3,3759.81,0.08,3.54,85.29,-143.81,41.5910466,-121.5571048,2066.58
77484017,41.671001,-121.556,1709.7,3829.39,0.1,2,38.1,-152.67,41.6708792,-121.5571051,1710.9
77484017,41.527168,-121.55417,1861.7,3782.31,0.41,2.4,50.79,-156.32,41.5270488,-121.5552746,1862.92
77482235,41.646,-121.55317,1882.5,3793.14,0.27,2.96,57.35,-151.66,41.6458786,-121.554275,1883.73
77486235,41.584,-121.55267,2091,3753.94,0.08,3.57,87.98,-143.96,41.5838798,-121.5537747,2092.27
77482017,41.544666,-121.55217,1952.1,3770.89,0.08,2.88,65.66,-151.43,41.5445465,-121.5532746,1953.33
774803,41.611168,-121.55217,2411.8,3675.75,3.94,11.03,106.21,-150.29,41.6110473,-121.5532748,2413.07
5675 ngs,41.544498,-121.552,1948.2,3771.21,0.08,2.86,64.79,-151.88,41.5443785,-121.5531046,1949.43
77485017,41.581501,-121.55016,2083.5,3754.06,0.39,3.55,86.02,-144.8,41.5813808,-121.5512646,2084.77
2713 ngs,41.544334,-121.54984,1948.3,3771.1,0.15,2.88,64.73,-151.86,41.5442145,-121.5509445,1949.53
77483017,41.538166,-121.54967,1926.6,3773.14,0.12,2.79,60.63,-153.64,41.5380466,-121.5507745,1927.83
77485017,41.681667,-121.549,1641.9,3842.89,0.1,1.65,29.74,-153.77,41.681545,-121.550105,1643.08
77480235,41.597168,-121.54867,2084.7,3754.75,1,3.9,85.67,-144.32,41.5970476,-121.5497747,2085.98
77485235,41.586666,-121.54816,2098.5,3751.56,0.18,3.71,87.67,-144.87,41.5865458,-121.5492646,2099.77
77482235,41.565498,-121.548,2083.2,3749.31,0.15,3.72,82.61,-148.24,41.5653782,-121.5491045,2084.45
2773 ngs,41.521667,-121.54667,1788.4,3797.3,0.66,2.13,43.68,-155.22,41.521548,-121.5477743,1789.61
2773 385,41.521667,-121.54667,1788.4,3797.29,0.66,2.13,43.67,-155.23,41.521548,-121.5477743,1789.61
77484017,41.580502,-121.54667,2129.7,3742.81,0.06,4.03,89.09,-146.74,41.5803819,-121.5477745,2130.97
77480017,41.557667,-121.545,2002.1,3763.5,0.33,3.24,72.51,-149.56,41.5575473,-121.5461044,2003.34
5675 134,41.684666,-121.54483,1610.8,3848.74,0.2,1.55,25.73,-154.28,41.684544,-121.5459349,1611.98
77489235,41.599998,-121.54417,2113.5,3747,0.7,4.14,86.54,-146.74,41.5998775,-121.5452745,2114.78
27200772,41.690334,-121.544,1621.5,3849.6,0.07,1.41,29.38,-152.1,41.6902119,-121.5451049,1622.67
2720 ngs,41.690334,-121.54383,1621.5,3849.6,0.07,1.41,29.38,-152.1,41.6902119,-121.5449349,1622.67
77486017,41.692001,-121.54366,1622.6,3849.81,0.05,1.4,29.78,-151.86,41.6918788,-121.5447649,1623.77
77489235,41.643166,-121.5425,1882.5,3793.44,0.14,3,57.91,-151.2,41.6430448,-121.5436047,1883.72
2713 ngs,41.684666,-121.54166,1610.9,3849.6,0.24,1.54,26.62,-153.37,41.684544,-121.5427648,1612.07
77486235,41.5835,-121.54117,2096.6,3749,0.39,3.85,84.81,-147.17,41.5833799,-121.5422744,2097.87
5675 ngs,41.670002,-121.5405,1712.9,3829.6,0.22,1.96,39.38,-151.66,41.6698803,-121.5416047,1714.09
77480235,41.563999,-121.54,2064.7,3752.06,0.18,3.71,79.79,-148.97,41.5638793,-121.5411043,2065.95
77488235,41.605167,-121.53667,2154,3737.06,0.51,4.65,88.62,-148.87,41.6050465,-121.5377743,2155.27
2713 ngs,41.669834,-121.53667,1713,3829.5,0.25,1.97,39.33,-151.69,41.6697123,-121.5377746,1714.19
77487235,41.583668,-121.53516,2124.6,3744.31,0.16,4.26,88.74,-146.2,41.5835479,-121.5362642,2125.86
77489235,41.575668,-121.53367,2127.7,3742.31,0.23,4.4,88.41,-146.66,41.5755481,-121.5347741,2128.95
77487235,41.606667,-121.53316,2161.5,3735.64,0.31,4.83,89.37,-148.97,41.6065465,-121.5342643,2162.77
77481235,41.559166,-121.5305,2068,3748.69,0.11,4.14,77.87,-150.9,41.5590464,-121.531604,2069.24
77486017,41.518002,-121.53017,1737.4,3805.39,0.86,1.94,36.38,-156.79,41.5178832,-121.5312738,1738.6
77480017,41.537167,-121.53,1821.1,3793.44,0.51,2.64,48.51,-153.7,41.5370479,-121.5311039,1822.32
77480235,41.567665,-121.52766,2114.4,3740.81,0.15,4.61,83.53,-149.92,41.5675453,-121.5287639,2115.64
77489017,41.533165,-121.52617,1770.7,3804.56,0.32,2.45,44.45,-152.49,41.533046,-121.5272737,1771.91
77484017,41.626167,-121.52517,1990.6,3768.5,0.55,3.87,67.81,-152.13,41.6260462,-121.5262741,1991.84
77480235,41.625668,-121.525,1990.1,3767.64,0.63,3.88,66.84,-152.95,41.6255472,-121.5261041,1991.34
77488235,41.587666,-121.52367,2157.4,3731.14,0.66,4.88,85.32,-152.17,41.587546,-121.5247739,2158.66
77483017,41.629665,-121.52267,1986.5,3769.69,0.25,3.84,67.42,-152.38,41.6295442,-121.5237741,1987.73
77482235,41.563168,-121.5225,2069,3748.94,0.41,4.38,78.07,-150.27,41.5630484,-121.5236037,2070.24
77487017,41.604668,-121.52116,2125.3,3739.14,0.27,4.7,81.9,-152.57,41.6045477,-121.5222639,2126.57
77488017,41.526165,-121.52,1721.2,3814.89,0.28,2.15,40.15,-151.57,41.5260462,-121.5211035,1722.4
77485235,41.607666,-121.5185,2114.7,3739.89,0.43,4.76,79.11,-153.95,41.6075456,-121.5196038,2115.96
77482235,41.621666,-121.51767,2090,3747.75,0.24,5.02,78.1,-152.13,41.6215454,-121.5187739,2091.24
77487017,41.52,-121.51566,1697.3,3818.14,0.09,1.98,36.59,-152.81,41.5198813,-121.5167633,1698.49
77483235,41.616165,-121.51566,2146.4,3734.31,0.24,5.8,82.54,-153.22,41.6160445,-121.5167638,2147.65
77486017,41.611668,-121.51366,2165.4,3730.94,0.28,5.97,85.43,-152.25,41.6115476,-121.5147637,2166.65
77484235,41.611668,-121.5135,2163,3730.25,0.23,5.93,84,-153.5,41.6115476,-121.5146037,2164.25
77487017,41.550999,-121.512,1857.8,3789.44,0.37,3.21,54.57,-151.32,41.5508798,-121.5131034,1859.02
77486017,41.539001,-121.51117,1757.4,3807.56,0.37,2.61,42.83,-152.41,41.538882,-121.5122733,1758.61
77483235,41.563667,-121.50917,2039.1,3749.75,1.76,4.57,69.62,-153.83,41.5635476,-121.5102734,2040.33
77485017,41.530499,-121.508,1729.6,3811.39,0.21,2.32,38.85,-153.72,41.5303802,-121.5091031,1730.8
77484017,41.523666,-121.50567,1711.7,3815.25,0.1,2.21,37.81,-152.97,41.5235474,-121.506773,1712.89
77488017,41.556667,-121.50517,1890.6,3780.89,1.8,3.6,55.62,-152.13,41.5565477,-121.5062732,1891.82
5675 ngs,41.516998,-121.50367,1679.1,3822.04,0.11,2.12,35.15,-152.05,41.5168795,-121.5047729,1680.28
77480017,41.539501,-121.50267,1796.9,3800.25,0.3,2.59,47.65,-152.11,41.5393821,-121.503773,1798.1
2713 ngs,41.516834,-121.50166,1679.1,3822,0.17,2.18,35.12,-151.96,41.5167155,-121.5027629,1680.28
77481017,41.512165,-121.50066,1632.9,3828.64,0.21,2.18,27.94,-153.91,41.5120466,-121.5017628,1634.07
