#sourcecode,latnad27,lonnad27,elevngvd29m,obsgrvless976000mg,itc,otc,faanom,cbanom267,latnad83,lonnad83,elevngvd88m
2267 ngs,47.177834,-122.81384,3.7,4772.21,0.01,-0.18,-42.66,-43.25,47.1776516,-122.8150874,4.74
45471877,47.177502,-122.8135,0.6,4773.4,0.02,-0.18,-42.4,-42.63,47.1773196,-122.8147473,1.64
22671113,47.275002,-122.8135,0.9,4771.33,0.1,-0.09,-53.18,-53.27,47.2748197,-122.8147484,1.95
4547 ngs,47.177334,-122.81333,0.6,4773.4,0.02,-0.18,-42.38,-42.61,47.1771516,-122.8145773,1.64
3544 ngs,47.178333,-122.81333,2.1,4771.6,0.01,-0.18,-43.81,-44.22,47.1781505,-122.8145773,3.14
2267 ngs,47.274834,-122.81333,0.9,4771.3,0.13,-0.09,-53.19,-53.25,47.2746517,-122.8145784,1.95
4547 ngs,47.727665,-122.81116,4.5,4820.1,0.78,0.96,-44.13,-42.9,47.7274785,-122.8124306,5.59
45475488,47.727665,-122.81116,4.5,4820.1,0.78,0.96,-44.13,-42.9,47.7274785,-122.8124306,5.59
45471895,47.428165,-122.811,33.5,4813.8,0.34,0.02,-14.47,-17.91,47.4279803,-122.8122531,34.56
45471809,47.274502,-122.811,6,4771.6,0.22,-0.1,-51.29,-51.85,47.2743197,-122.8122483,7.05
4547 ngs,47.428165,-122.81084,33.5,4813.8,0.36,0.02,-14.47,-17.89,47.4279803,-122.812093,34.56
4547 ngs,47.274334,-122.81084,6,4771.6,0.24,-0.1,-51.27,-51.81,47.2741517,-122.8120883,7.05
4547 ngs,47.583332,-122.80967,247.1,4786.21,0.41,0.83,9.82,-16.95,47.5831469,-122.8109308,248.2
45471028,47.583332,-122.80967,247.1,4786.21,0.41,0.83,9.82,-16.95,47.5831469,-122.8109308,248.2
4547 ngs,47.647335,-122.80967,18.2,4808.3,0.39,0.61,-44.46,-45.52,47.6471493,-122.8109351,19.29
45471155,47.647499,-122.80967,18.2,4808.3,0.37,0.61,-44.47,-45.56,47.6473133,-122.8109352,19.29
45475489,47.746502,-122.809,4.5,4822.5,0.48,1,-43.42,-42.45,47.7463153,-122.8102718,5.59
4547 ngs,47.746334,-122.80883,4.5,4822.5,0.52,1,-43.41,-42.4,47.7461473,-122.8101018,5.59
4506 ngs,47.036167,-122.80883,55.7,4770.21,0.02,-0.16,-15.83,-22.29,47.0359854,-122.8100764,56.75
22671073,47.465,-122.808,91.4,4805.87,0.15,0.06,-7.87,-18.02,47.4648147,-122.809254,92.47
2267 ngs,47.464832,-122.80783,91.4,4805.9,0.15,0.06,-7.82,-17.98,47.4646467,-122.809084,92.46
22671091,47.494999,-122.8065,43.9,4822.81,0.16,0.3,-8.28,-12.8,47.4948132,-122.8077549,44.97
2267 ngs,47.494835,-122.80634,43.9,4822.8,0.17,0.3,-8.28,-12.79,47.4946492,-122.8075949,44.97
4547 ngs,47.563332,-122.80617,514.8,4731.21,4.38,4.84,39.17,-9.9,47.5631471,-122.8074293,515.91
45471031,47.563332,-122.80617,514.8,4731.21,4.38,4.84,39.17,-9.9,47.5631471,-122.8074293,515.91
35440000,47.494999,-122.805,43.9,4822.81,0.12,0.29,-8.28,-12.85,47.4948132,-122.8062548,44.97
3544 ngs,47.494835,-122.80483,43.9,4822.8,0.11,0.29,-8.28,-12.86,47.4946492,-122.8060848,44.97
45475078,47.698502,-122.8045,42.3,4806.21,0.21,0.59,-43.73,-47.73,47.6983158,-122.8057685,43.38
4547 ngs,47.361832,-122.80434,6,4796.71,0.09,-0.07,-34.06,-34.72,47.3616483,-122.8055906,7.06
4547 ngs,47.698334,-122.80434,42.3,4806.21,0.23,0.59,-43.71,-47.69,47.6981478,-122.8056084,43.38
2267 ngs,47.036667,-122.80434,56.1,4768.6,0.03,-0.16,-17.36,-23.85,47.0364854,-122.8055862,57.15
22670475,47.036667,-122.80434,56.1,4768.56,0.03,-0.16,-17.4,-23.89,47.0364854,-122.8055862,57.15
2267 ngs,47.058334,-122.80417,32.6,4773.21,0.01,-0.16,-21.96,-25.8,47.0581523,-122.8054163,33.64
22670477,47.058334,-122.80417,32.6,4773.24,0.01,-0.16,-21.93,-25.77,47.0581523,-122.8054163,33.64
3544 ngs,47.358334,-122.80334,4,4785.3,0.02,-0.07,-45.77,-46.27,47.3581504,-122.8045904,5.05
35440000,47.358334,-122.80334,4,4785.31,0.02,-0.07,-45.76,-46.26,47.3581504,-122.8045904,5.05
3544 ngs,47.036667,-122.80334,56.1,4768.71,0.03,-0.16,-17.25,-23.74,47.0364854,-122.8045862,57.15
35440000,47.036667,-122.80334,56.1,4768.71,0.03,-0.16,-17.25,-23.74,47.0364854,-122.8045862,57.15
4506 ngs,47.966499,-122.803,129.4,4832.4,0.16,0.46,-14.83,-28.87,47.9663107,-122.8042772,130.49
4547 ngs,47.584335,-122.80083,268.2,4781.8,0.91,0.89,11.82,-16.77,47.5841499,-122.8020905,269.3
45471029,47.584499,-122.80083,268.2,4781.8,0.91,0.89,11.81,-16.78,47.5843139,-122.8020906,269.3
2267 ngs,47.359833,-122.80067,26.2,4780.71,0.12,-0.09,-43.65,-46.59,47.3596493,-122.8019203,27.25
22671108,47.360001,-122.80067,26.2,4780.71,0.13,-0.09,-43.66,-46.6,47.3598173,-122.8019203,27.25
45471890,47.470165,-122.8005,102.4,4806.8,0.07,0.08,-4.01,-15.47,47.4699796,-122.8017538,103.47
4547 ngs,47.470165,-122.80033,102.4,4806.8,0.06,0.08,-4.01,-15.48,47.4699796,-122.8015838,103.47
4547 ngs,47.598335,-122.80016,190.1,4786.8,0.44,0.63,-8.52,-29,47.5981498,-122.8014215,191.2
45471005,47.598499,-122.80016,190.1,4786.8,0.43,0.63,-8.54,-29.03,47.5983138,-122.8014215,191.2
4547 ngs,47.202332,-122.79933,2.4,4768.5,0.37,-0.12,-48.98,-49.01,47.2021494,-122.8005765,3.44
45471030,47.576332,-122.798,371.8,4762.21,0.15,1.76,24.9,-15.3,47.576147,-122.7992599,372.9
4547 ngs,47.445332,-122.79784,100.8,4804.1,0.33,0.05,-4.96,-16.01,47.445147,-122.7990929,101.86
45471894,47.445499,-122.79784,100.8,4804.1,0.3,0.05,-4.98,-16.06,47.445314,-122.7990929,101.86
4547 ngs,47.576332,-122.79784,371.8,4762.21,0.15,1.76,24.9,-15.3,47.576147,-122.7990999,372.9
4547 ngs,47.639332,-122.79684,102.1,4788.71,0.14,0.43,-37.45,-48.46,47.6391464,-122.7981042,103.19
45471156,47.6395,-122.79684,102.1,4788.71,0.14,0.43,-37.47,-48.47,47.6393144,-122.7981042,103.19
22670468,47.127335,-122.7955,43.6,4761.37,0.11,-0.14,-36.64,-41.61,47.1271528,-122.7967461,44.63
22670467,47.145332,-122.7955,35.4,4763.36,0.1,-0.15,-38.8,-42.86,47.1451497,-122.7967461,36.43
2267 ngs,47.127335,-122.79533,43.6,4761.4,0.11,-0.14,-36.61,-41.58,47.1271528,-122.7965761,44.63
2267 ngs,47.145332,-122.79533,35.4,4763.4,0.11,-0.15,-38.76,-42.81,47.1451497,-122.7965761,36.43
4547 ngs,47.767166,-122.79467,4.5,4828.21,0.82,0.98,-39.58,-38.29,47.7669807,-122.7959422,5.59
45475490,47.767166,-122.79467,4.5,4828.21,0.82,0.98,-39.58,-38.29,47.7669807,-122.7959422,5.59
45471807,47.260834,-122.79417,68.2,4764.71,0.04,-0.08,-37.76,-45.53,47.2606519,-122.7954167,69.25
4547 ngs,47.510834,-122.79366,52.7,4817.9,0.08,0.44,-11.91,-17.36,47.5106496,-122.7949152,53.78
45471040,47.511002,-122.79366,52.7,4817.9,0.08,0.44,-11.92,-17.38,47.5108176,-122.7949152,53.78
4547 ngs,47.654335,-122.79183,7.6,4803.6,0.11,0.57,-53.06,-53.24,47.6541492,-122.793095,8.69
45471154,47.654335,-122.79183,7.6,4803.6,0.11,0.57,-53.06,-53.24,47.6541492,-122.793095,8.69
4547 ngs,47.942333,-122.79183,65.5,4848.3,0.13,0.51,-16.46,-23.24,47.942145,-122.7931063,66.6
22671074,47.476665,-122.7915,99.4,4808.14,0.05,0.07,-4.18,-15.33,47.4764794,-122.7927536,100.47
2267 ngs,47.476665,-122.79134,99.4,4808.1,0.05,0.07,-4.22,-15.37,47.4764794,-122.7925935,100.47
2267 ngs,47.112335,-122.79083,50.9,4760.9,0.04,-0.14,-33.5,-39.37,47.1121529,-122.7920758,51.94
22670469,47.112499,-122.79083,50.9,4760.9,0.04,-0.14,-33.51,-39.39,47.1123169,-122.7920758,51.94
4547 ngs,47.476334,-122.79083,98.7,4809,0.07,0.06,-3.51,-14.57,47.4761484,-122.7920835,99.77
45471891,47.476501,-122.79083,98.7,4809,0.07,0.06,-3.52,-14.58,47.4763154,-122.7920835,99.77
2267 ngs,47.210335,-122.79034,77.7,4751.21,0.15,-0.01,-43.77,-52.44,47.2101523,-122.791586,78.74
22671118,47.210499,-122.79034,77.7,4751.18,0.15,-0.01,-43.82,-52.49,47.2103163,-122.791586,78.74
35440000,47.113335,-122.79,50.9,4760.91,0.1,-0.14,-33.58,-39.39,47.1131529,-122.7912457,51.94
3544 ngs,47.113335,-122.78983,50.9,4760.9,0.1,-0.14,-33.59,-39.4,47.1131529,-122.7910757,51.94
4547 ngs,47.347668,-122.78983,37.4,4773.71,0.24,-0.09,-46.1,-50.19,47.3474845,-122.7910793,38.45
45471819,47.347668,-122.78983,37.4,4773.71,0.24,-0.09,-46.1,-50.19,47.3474845,-122.7910793,38.45
4506 ngs,47.362999,-122.7895,16.3,4784.4,0.04,-0.08,-43.3,-45.19,47.3628153,-122.7907497,17.36
4547 ngs,47.975834,-122.78934,77.4,4847.3,0.09,0.35,-16.8,-25.14,47.9756454,-122.790617,78.49
45475542,47.976002,-122.78934,77.4,4847.3,0.1,0.35,-16.82,-25.14,47.9758134,-122.790617,78.49
22670224,47.944168,-122.788,75.9,4846.35,0.13,0.45,-15.36,-23.39,47.9439799,-122.7892762,77
2267 ngs,47.944168,-122.78783,75.9,4846.4,0.14,0.45,-15.31,-23.33,47.9439799,-122.7891062,77
2267 ngs,48.041668,-122.78783,37.2,4852,0.01,0.14,-30.43,-34.5,48.0414822,-122.7891088,38.26
4547 ngs,48.041332,-122.78717,37.1,4853,0.01,0.14,-29.43,-33.49,48.0411462,-122.7884487,38.16
45475056,48.041332,-122.78717,37.1,4853,0.01,0.14,-29.43,-33.49,48.0411462,-122.7884487,38.16
45471893,47.464832,-122.786,123.4,4803.4,0.01,0.08,-0.45,-14.35,47.4646466,-122.7872529,124.47
4547 ngs,47.464832,-122.78584,123.4,4803.4,0.01,0.07,-0.45,-14.36,47.4646466,-122.7870929,124.47
4506 ngs,47.436333,-122.7855,67.3,4809.9,0.02,-0.01,-8.69,-16.31,47.4361481,-122.7867519,68.36
4506 ngs,47.760666,-122.78416,161.9,4786.8,0.47,1.06,-31.86,-48.68,47.7604809,-122.7854318,162.99
22670220,47.841167,-122.782,171.3,4813.47,0.04,0.78,-9.54,-28.14,47.8409806,-122.7832736,172.4
4547 ngs,47.603668,-122.78183,136.2,4785.8,0.04,0.38,-26.63,-41.65,47.6034827,-122.7830912,137.3
45471004,47.603668,-122.78183,136.2,4785.8,0.04,0.38,-26.63,-41.65,47.6034827,-122.7830912,137.3
2267 ngs,47.841167,-122.78183,171.3,4813.5,0.04,0.78,-9.51,-28.11,47.8409806,-122.7831036,172.4
2267 ngs,47.042835,-122.78167,58.5,4763.21,0,-0.16,-22.57,-29.36,47.0426533,-122.7829152,59.54
22670474,47.042999,-122.78167,58.5,4763.21,0,-0.16,-22.58,-29.38,47.0428173,-122.7829152,59.54
4547 ngs,47.841835,-122.78167,171.2,4814.5,0.04,0.77,-8.6,-27.2,47.8416486,-122.7829436,172.3
45475073,47.841999,-122.78167,171.2,4814.5,0.04,0.77,-8.62,-27.21,47.8418126,-122.7829436,172.3
22670226,47.925667,-122.78,162.8,4832.11,0.07,0.46,-1.14,-19.06,47.9254792,-122.7812755,163.9
2267 ngs,47.925667,-122.77983,162.8,4832.1,0.06,0.46,-1.15,-19.08,47.9254792,-122.7811055,163.9
2267 ngs,47.086834,-122.77983,87.5,4753.4,0.17,-0.07,-27.41,-37.23,47.086652,-122.7810752,88.54
22670470,47.087002,-122.77983,87.5,4753.37,0.17,-0.07,-27.45,-37.27,47.08682,-122.7810752,88.54
4547 ngs,47.308334,-122.77934,48.7,4763.6,0.04,-0.1,-49.17,-54.75,47.3081512,-122.7805873,49.75
2267 ngs,47.344833,-122.77866,24.4,4774.71,0.11,-0.11,-48.85,-51.62,47.3446496,-122.7799085,25.45
22671110,47.345001,-122.77866,24.4,4774.69,0.1,-0.12,-48.89,-51.67,47.3448176,-122.7799085,25.45
4547 ngs,47.485332,-122.77783,121.9,4806.5,0.01,0.09,0.33,-13.39,47.4851462,-122.7790831,122.97
4547 ngs,47.438835,-122.77583,74.3,4811.71,0.06,-0.01,-4.94,-13.32,47.43865,-122.7770815,75.36
45471910,47.438999,-122.77583,74.3,4811.71,0.07,0,-4.96,-13.31,47.438814,-122.7770815,75.36
2267 ngs,48.012165,-122.77483,39.3,4857.71,0.01,0.21,-21.42,-25.65,48.0119775,-122.7761074,40.37
22670249,48.012165,-122.77483,39.3,4857.66,0.01,0.21,-21.47,-25.7,48.0119775,-122.7761074,40.37
4547 ngs,47.658165,-122.77467,21.3,4798.21,0.13,0.44,-54.57,-56.41,47.6579792,-122.7759348,22.39
45471153,47.658165,-122.77467,21.3,4798.21,0.13,0.44,-54.57,-56.41,47.6579792,-122.7759348,22.39
4506 ngs,47.559666,-122.77467,256.3,4789.4,0.29,0.77,17.98,-10.01,47.5594812,-122.7759277,257.4
2267 ngs,47.812832,-122.77383,184.1,4798.9,1.29,1.16,-17.61,-36.03,47.8126461,-122.7751027,185.2
22670221,47.812832,-122.77383,184.1,4798.85,1.29,1.16,-17.66,-36.08,47.8126461,-122.7751027,185.2
2267 ngs,47.782833,-122.77267,177.4,4790.1,0.6,1.16,-25.77,-44.12,47.7826476,-122.773942,178.49
22670222,47.782833,-122.77267,177.4,4790.1,0.6,1.16,-25.77,-44.12,47.7826476,-122.773942,178.49
4547 ngs,47.175167,-122.77216,23.4,4762,0.03,-0.17,-46.55,-49.35,47.1749845,-122.7734048,24.44
45471816,47.175167,-122.77216,23.4,4762,0.03,-0.17,-46.55,-49.35,47.1749845,-122.7734048,24.44
2267 ngs,47.972168,-122.77167,44.8,4860,0.48,0.4,-13.83,-18.03,47.9719794,-122.7729463,45.89
22670237,47.972168,-122.77167,44.8,4859.98,0.48,0.4,-13.85,-18.05,47.9719794,-122.7729463,45.89
2267 ngs,47.491665,-122.77084,143.3,4803.71,0.13,0.16,3.57,-12.38,47.4914791,-122.772093,144.37
35440000,47.525002,-122.77,95.1,4823.51,0.42,0.59,5.5,-4.27,47.5248175,-122.771255,96.19
4547 ngs,47.525333,-122.76933,94.7,4820.3,0.78,0.61,2.14,-7.21,47.5251485,-122.770585,95.79
45471041,47.525333,-122.76933,94.7,4820.3,0.78,0.61,2.14,-7.21,47.5251485,-122.770585,95.79
2267 ngs,48.892834,-122.76917,24.1,4897.6,0.03,-0.26,-65.39,-68.35,48.8926664,-122.7704609,25.31
22670156,48.892834,-122.76917,24.1,4897.6,0.03,-0.26,-65.39,-68.35,48.8926664,-122.7704609,25.31
4547 ngs,47.329834,-122.76817,78,4760.5,0.16,0,-45.18,-53.86,47.3296508,-122.7694173,79.05
45471818,47.329834,-122.76817,78,4760.5,0.16,0,-45.18,-53.86,47.3296508,-122.7694173,79.05
22671111,47.318333,-122.768,24.4,4769.21,0.09,-0.11,-51.96,-54.75,47.31815,-122.7692469,25.45
2267 ngs,47.318333,-122.76783,24.4,4769.21,0.08,-0.11,-51.96,-54.76,47.31815,-122.7690769,25.45
45475543,47.889999,-122.767,143.2,4837.9,0.02,0.39,1.82,-14,47.8898118,-122.7682743,144.3
4547 ngs,47.889832,-122.76683,143.2,4837.9,0.02,0.39,1.84,-13.99,47.8896448,-122.7681043,144.3
2267 ngs,47.266666,-122.76517,13.7,4765.4,0.11,-0.15,-54.41,-56,47.2664839,-122.7664149,14.75
22671114,47.266666,-122.76517,13.7,4765.42,0.11,-0.15,-54.39,-55.98,47.2664839,-122.7664149,14.75
4506 ngs,47.626167,-122.76466,149.9,4767.9,0.01,0.31,-42.33,-59,47.6259815,-122.7659221,150.99
4547 ngs,47.624168,-122.76383,147.8,4769.4,0.02,0.3,-41.3,-57.73,47.6239825,-122.765092,148.89
45471158,47.624168,-122.76383,147.8,4769.4,0.02,0.3,-41.3,-57.73,47.6239825,-122.765092,148.89
45471908,47.404999,-122.7635,126.1,4802.71,0.02,0.07,5.09,-9.12,47.4048145,-122.7647496,127.16
4547 ngs,47.404835,-122.76334,126.1,4802.71,0.02,0.07,5.1,-9.1,47.4046505,-122.7645896,127.16
2267 ngs,47.065334,-122.76334,65.5,4756.6,0.01,-0.15,-29.05,-36.62,47.0651522,-122.7645843,66.54
22670471,47.065498,-122.76334,65.5,4756.64,0.01,-0.15,-29.03,-36.59,47.0653162,-122.7645843,66.54
3544 ngs,47.294834,-122.76334,78,4753.71,0.19,0.02,-48.81,-57.44,47.2946514,-122.7645858,79.05
35440000,47.294998,-122.76334,78,4753.71,0.18,0.02,-48.82,-57.47,47.2948154,-122.7645858,79.05
2267 ngs,48.950832,-122.76334,15.2,4911,0,-0.25,-59.93,-61.91,48.950666,-122.7646286,16.42
22670144,48.950832,-122.76334,15.2,4911,0,-0.25,-59.93,-61.91,48.950666,-122.7646286,16.42
2267 ngs,47.047333,-122.76283,70.1,4757.21,0.04,-0.14,-25.4,-33.45,47.0471513,-122.7640743,71.14
2267 ngs,47.294834,-122.76283,76.8,4754.21,0.17,0.01,-48.68,-57.2,47.2946514,-122.7640758,77.85
22671112,47.294998,-122.76283,76.8,4754.16,0.16,0.01,-48.74,-57.28,47.2948154,-122.7640758,77.85
4506 ngs,47.295502,-122.76283,76,4754.5,0.13,0,-48.69,-57.18,47.2953194,-122.7640758,77.05
4547 ngs,47.369167,-122.76266,67.9,4779,0.11,-0.07,-33.34,-41,47.3689831,-122.7639083,68.96
45471907,47.369167,-122.76266,67.9,4779,0.11,-0.07,-33.34,-41,47.3689831,-122.7639083,68.96
4506 ngs,47.098167,-122.7625,78.9,4751.8,0.23,-0.07,-32.68,-41.47,47.097985,-122.7637442,79.94
45471177,47.497334,-122.7605,129.8,4807.71,0.08,0.1,2.9,-11.64,47.4971479,-122.7617527,130.87
22670473,47.030834,-122.7605,59.4,4761.6,0,-0.15,-22.82,-29.7,47.0306524,-122.7617442,60.45
4547 ngs,47.497334,-122.76033,129.8,4807.71,0.09,0.1,2.9,-11.63,47.4971479,-122.7615827,130.87
2267 ngs,47.030834,-122.76033,59.4,4761.6,0,-0.15,-22.82,-29.7,47.0306524,-122.7615742,60.45
4547 ngs,47.496666,-122.76017,132.8,4807.5,0.06,0.11,3.67,-11.21,47.4964799,-122.7614226,133.87
45471889,47.496666,-122.76017,132.8,4807.5,0.06,0.11,3.67,-11.21,47.4964799,-122.7614226,133.87
35440000,47.603333,-122.76,139.9,4779.51,0.17,0.28,-31.75,-47.16,47.6031477,-122.7612603,140.99
3544 ngs,47.603333,-122.75983,139.9,4779.5,0.17,0.27,-31.76,-47.18,47.6031477,-122.7610903,140.99
4506 ngs,47.230335,-122.75917,48.4,4755.4,0.08,-0.14,-50.42,-55.97,47.2301521,-122.760414,49.45
4506 ngs,47.174,-122.759,55.2,4753.3,0.4,-0.06,-45.34,-51.26,47.1738175,-122.760244,56.24
45471003,47.604332,-122.7585,125.2,4780.5,0,0.25,-35.38,-49.32,47.6041467,-122.7597603,126.29
45471815,47.171333,-122.7585,52.7,4754.8,0.43,-0.07,-44.37,-49.99,47.1711505,-122.759744,53.74
4547 ngs,47.604332,-122.75833,125.2,4780.5,0,0.25,-35.38,-49.32,47.6041467,-122.7595903,126.29
4547 ngs,47.171333,-122.75833,52.7,4754.8,0.45,-0.07,-44.37,-49.97,47.1711505,-122.759574,53.74
2267 ngs,47.176834,-122.75833,55.2,4753.6,0.54,-0.06,-45.3,-51.08,47.1766515,-122.759574,56.24
22671116,47.176834,-122.75833,55.2,4753.64,0.54,-0.06,-45.26,-51.04,47.1766515,-122.759574,56.24
3544 ngs,47.213333,-122.75833,7.9,4763.3,0.12,-0.14,-53.48,-54.4,47.2131502,-122.7595739,8.94
2267 ngs,47.228333,-122.75833,54.9,4753.9,0.2,-0.12,-49.74,-55.88,47.2281501,-122.7595739,55.94
4547 ngs,47.212166,-122.75784,24.9,4761.21,0.07,-0.16,-50.22,-53.14,47.2119832,-122.7590839,25.94
45471814,47.212166,-122.75784,24.9,4761.21,0.07,-0.16,-50.22,-53.14,47.2119832,-122.7590839,25.94
4547 ngs,47.662334,-122.75716,48.7,4785.3,0.18,0.33,-59.4,-64.42,47.6621481,-122.7584245,49.79
45471152,47.662334,-122.75716,48.7,4785.3,0.18,0.33,-59.4,-64.42,47.6621481,-122.7584245,49.79
45471909,47.430332,-122.757,97.8,4808.6,0.22,-0.02,-0.04,-10.93,47.4301471,-122.7582501,98.87
4547 ngs,47.430332,-122.75684,97.8,4808.6,0.23,-0.02,-0.04,-10.92,47.4301471,-122.7580901,98.87
2267 ngs,47.208668,-122.75584,7,4763.5,0.04,-0.14,-53.14,-54.03,47.2084853,-122.7570838,8.04
22671117,47.208668,-122.75584,7,4763.53,0.04,-0.14,-53.11,-54,47.2084853,-122.7570838,8.04
45475060,47.925999,-122.7545,130.4,4846.9,0.03,0.3,3.63,-10.82,47.9258111,-122.7557747,131.5
4547 ngs,47.925835,-122.75433,130.4,4846.9,0.03,0.32,3.65,-10.79,47.9256471,-122.7556047,131.5
4547 ngs,47.609665,-122.75417,116.1,4779.1,0.02,0.22,-40.07,-52.99,47.6094797,-122.7554306,117.19
45471002,47.609665,-122.75417,116.1,4779.1,0.02,0.22,-40.07,-52.99,47.6094797,-122.7554306,117.19
3544 ngs,47.009834,-122.75333,49.1,4762.71,0.01,-0.13,-22.99,-28.68,47.0096525,-122.7545739,50.16
35440000,47.009998,-122.75333,49.1,4762.71,0.01,-0.13,-23,-28.69,47.0098165,-122.7545739,50.16
4547 ngs,47.485332,-122.75233,146.3,4804.4,0.04,0.09,5.76,-10.7,47.4851461,-122.7535818,147.37
22671075,47.491333,-122.75233,143.3,4803.74,0.06,0.09,3.63,-12.46,47.4911469,-122.7535821,144.37
4547 ngs,47.464333,-122.75217,104.5,4809.8,0.11,0,0.16,-11.58,47.4641474,-122.7534211,105.57
45471911,47.4645,-122.75217,104.5,4809.8,0.11,0,0.15,-11.59,47.4643144,-122.7534211,105.57
45471804,47.315666,-122.7505,65.8,4760.4,0.02,-0.06,-47.76,-55.26,47.3154831,-122.7517457,66.85
4547 ngs,47.315666,-122.75034,65.8,4760.4,0.02,-0.05,-47.76,-55.25,47.3154831,-122.7515857,66.85
4506 ngs,48.235168,-122.74934,46.5,4838.21,0.09,-0.11,-58.77,-64.06,48.2349894,-122.7506244,47.63
4506 ngs,47.816666,-122.749,34.3,4833.1,0.21,0.47,-29.96,-33.17,47.8164803,-122.7502722,35.39
2267 ngs,48.885166,-122.74767,22.9,4896.8,0,-0.27,-65.87,-68.73,48.8849979,-122.7489601,24.11
22670155,48.885166,-122.74767,22.9,4896.79,0,-0.27,-65.88,-68.74,48.8849979,-122.7489601,24.11
4506 ngs,47.994499,-122.7465,44.1,4866.1,0.29,0.22,-9.95,-14.45,47.9943108,-122.7477758,45.17
4547 ngs,47.507332,-122.74617,118.8,4809.1,0.11,0.1,-0.01,-13.26,47.5071478,-122.7474226,119.87
45471178,47.507332,-122.74617,118.8,4809.1,0.11,0.1,-0.01,-13.26,47.5071478,-122.7474226,119.87
4547 ngs,47.191334,-122.74567,2.1,4765.4,0.02,-0.17,-51.18,-51.57,47.1911523,-122.7469133,3.14
45471852,47.191334,-122.74567,2.1,4765.4,0.02,-0.17,-51.18,-51.57,47.1911523,-122.7469133,3.14
4547 ngs,47.721333,-122.74533,0,4804.6,0.01,0.36,-60.44,-60.07,47.7211484,-122.7465983,1.08
45471215,47.7215,-122.74533,0,4804.6,0.01,0.36,-60.46,-60.09,47.7213154,-122.7465983,1.08
2267 ngs,47.991833,-122.74516,48.2,4866.6,0.21,0.22,-7.95,-12.99,47.9916448,-122.7464356,49.28
22670236,47.991833,-122.74516,48.2,4866.65,0.21,0.22,-7.9,-12.94,47.9916448,-122.7464356,49.28
2267 ngs,47.340832,-122.74433,55.2,4767.4,0.02,-0.09,-46.3,-52.63,47.3406494,-122.7455764,56.25
4547 ngs,47.341331,-122.74433,55.1,4768.4,0.02,-0.09,-45.38,-51.69,47.3411484,-122.7455764,56.15
45471802,47.341499,-122.74433,55.1,4768.4,0.02,-0.1,-45.39,-51.72,47.3413164,-122.7455764,56.15
4547 ngs,47.260834,-122.74416,6,4767.1,0.02,-0.16,-54.55,-55.37,47.2606522,-122.7454035,7.05
45471810,47.260834,-122.74416,6,4767.1,0.02,-0.16,-54.55,-55.37,47.2606522,-122.7454035,7.05
2267 ngs,47.606667,-122.74367,117.7,4776,0.02,0.22,-42.4,-55.51,47.6064827,-122.7449297,118.79
22671093,47.606667,-122.74367,117.7,4775.97,0.02,0.22,-42.43,-55.54,47.6064827,-122.7449297,118.79
22671088,47.712502,-122.7435,47.9,4791.72,0.53,0.29,-57.75,-62.37,47.7123174,-122.7447674,48.98
2267 ngs,47.712334,-122.74333,47.9,4791.71,0.74,0.29,-57.75,-62.15,47.7121494,-122.7445974,48.98
2267 ngs,47.508335,-122.74333,114.6,4810.21,0.08,0.1,-0.28,-13.09,47.5081509,-122.7445826,115.67
4506 ngs,47.876335,-122.74267,100.7,4848.8,0.2,0.29,0.85,-10.08,47.8761485,-122.7439429,101.8
4547 ngs,47.524334,-122.74167,60.9,4815.1,0.11,0.53,-13.4,-19.66,47.5241499,-122.7429236,61.98
47920002,48.028,-122.7415,21.9,4869.05,0.04,0.07,-16.87,-19.24,48.027813,-122.7427765,22.96
4792 ngs,48.027832,-122.74133,21.9,4869.1,0.04,0.07,-16.8,-19.18,48.027645,-122.7426065,22.96
4547 ngs,47.154335,-122.74067,2.1,4765.5,0.23,-0.17,-47.74,-47.92,47.1541534,-122.7419132,3.13
45471854,47.154499,-122.74067,2.1,4765.5,0.22,-0.17,-47.76,-47.95,47.1543174,-122.7419132,3.13
4547 ngs,47.207832,-122.74067,15.5,4761,0.07,-0.17,-52.94,-54.8,47.2076504,-122.7419131,16.54
45471813,47.208,-122.74067,15.5,4761,0.07,-0.17,-52.96,-54.81,47.2078184,-122.7419131,16.54
2267 ngs,47.061832,-122.73917,71.6,4753.1,0.07,-0.12,-30.35,-38.52,47.0616506,-122.7404132,72.64
22670525,47.061832,-122.73917,71.6,4753.14,0.07,-0.12,-30.31,-38.48,47.0616506,-122.7404132,72.64
4506 ngs,47.710167,-122.73817,57.1,4789.6,0.44,0.28,-56.83,-62.58,47.7099825,-122.7394368,58.18
22670235,47.963165,-122.7375,53.3,4867.78,0.42,0.31,-2.62,-7.93,47.9629773,-122.7387744,54.39
22670526,47.080002,-122.7375,71.6,4751.72,0.21,-0.08,-33.38,-41.36,47.0798205,-122.7387431,72.64
22670527,47.0975,-122.7375,48.5,4754.56,0.04,-0.11,-39.24,-44.81,47.0973185,-122.7387431,49.54
2267 ngs,47.963165,-122.73734,53.3,4867.8,0.42,0.31,-2.6,-7.91,47.9629773,-122.7386144,54.39
2267 ngs,47.079834,-122.73734,71.6,4751.71,0.2,-0.09,-33.37,-41.38,47.0796525,-122.7385831,72.64
2267 ngs,47.097332,-122.73734,48.5,4754.6,0.04,-0.11,-39.19,-44.75,47.0971505,-122.7385831,49.54
