sourcecode,latnad27,lonnad27,elevngvd29m,obsgrvless976000mg,itc,otc,faanom,cbanom267,latnad83,lonnad83,elevngvd88m
5938 ngs,44.867001,-111.362,1999.5,4017.19,0.07,6.66,26.65,-191.98,44.866928,-111.3627891,2000.75
46870112,44.316833,-111.36166,1886.7,3996.31,0,0.08,20.8,-191.84,44.3167512,-111.3624461,1887.87
6755Q039,44.867168,-111.36134,1999.4,4012.96,0.06,6.57,22.37,-196.34,44.867095,-111.3621291,2000.65
46870455,44.640335,-111.36083,1987.3,3986.65,0.02,1.27,12.86,-209.83,44.640259,-111.3616173,1988.51
6755Q024,44.961166,-111.36083,2456.6,3926.64,0.84,3.12,68.43,-204.09,44.9610952,-111.3616199,2458
3498WG55,44.618332,-111.3605,1990,3984.89,0.05,0.86,13.93,-209.45,44.6182555,-111.3612872,1991.21
3498 ngs,44.618332,-111.36034,1990,3984.9,0.05,0.86,13.94,-209.44,44.6182555,-111.3611272,1991.21
21500611,44.453335,-111.36,1929.4,3998.25,0.05,0.27,23.55,-193.63,44.4532566,-111.3607863,1930.59
35980505,44.623333,-111.36,1988.8,3986.69,0.04,0.9,14.9,-208.31,44.6232566,-111.3607872,1990.01
2150 ngs,44.453335,-111.35983,1929.4,3998.3,0.04,0.27,23.6,-193.59,44.4532566,-111.3606163,1930.59
6755Q037,44.912498,-111.35934,2109.2,3987.64,0.58,7.12,26.78,-203.15,44.9124261,-111.3601294,2110.51
46870172,44.056999,-111.35934,1647.4,4028.28,0.01,0,2.53,-183.34,44.0569134,-111.3601254,1648.5
3498 ngs,44.620167,-111.35917,1989.1,3984.8,0.02,0.87,13.39,-209.9,44.6200905,-111.3599571,1990.31
3498WG56,44.620167,-111.35917,1989.1,3984.78,0.02,0.87,13.37,-209.92,44.6200905,-111.3599571,1990.31
6755Q020,44.927334,-111.359,2185.4,3976.15,0.32,5.6,37.43,-202.81,44.9272625,-111.3597895,2186.74
3498WG53,44.616669,-111.359,1996.7,3983.35,0.06,0.83,14.6,-209.55,44.6165924,-111.3597871,1997.91
3498 ngs,44.616669,-111.35883,1996.7,3983.3,0.06,0.83,14.55,-209.6,44.6165924,-111.3596171,1997.91
5938  28,44.657001,-111.358,2020.2,4000.82,0.42,2.66,35.66,-188.93,44.6569254,-111.3587873,2021.42
46870419,44.027168,-111.35783,1671.8,4016.91,0,-0.04,1.38,-187.28,44.027082,-111.3586152,1672.9
6755Q026,44.979,-111.35783,2727.9,3874.96,1.25,3.15,98.72,-203.63,44.9789297,-111.3586199,2729.34
3498 ngs,44.619335,-111.35733,1994.6,3983.6,0.05,0.84,13.96,-209.95,44.6192585,-111.358117,1995.81
6755Q023,44.949001,-111.35667,2392.6,3937.42,0.49,3.2,60.59,-205.05,44.94893,-111.3574596,2393.98
46870994,44.126999,-111.35667,1758.3,4007.53,0.33,0.26,9.62,-188.1,44.1269145,-111.3574555,1759.43
46870379,44.4445,-111.35616,1915.9,3998.28,0.01,0.25,20.21,-195.51,44.4444215,-111.3569461,1917.09
46870391,44.487835,-111.35616,1955.2,3994.01,0.06,0.43,24.13,-195.77,44.4877576,-111.3569462,1956.4
6755Q021,44.939335,-111.35616,2316.4,3955.62,0.37,3.64,56.18,-200.62,44.9392638,-111.3569495,2317.76
46870951,44.604,-111.35583,1991.8,3985.55,0.11,0.77,16.44,-207.17,44.6039232,-111.3566169,1993.01
46870956,44.535835,-111.35567,1961.3,3993.8,0.25,0.89,21.46,-198.47,44.5357566,-111.3564564,1962.51
4687 ngs,44.348667,-111.35567,1907.1,3990.19,0,0.11,18.09,-196.81,44.3485861,-111.3564559,1908.28
3498 ngs,44.618332,-111.35567,2004,3981.1,0.16,0.82,14.45,-210.42,44.6182556,-111.356457,2005.21
34986575,44.618332,-111.35567,2004,3981.1,0.16,0.82,14.45,-210.42,44.6182556,-111.356457,2005.21
46870950,44.618168,-111.3555,2004,3981.39,0.15,0.82,14.76,-210.13,44.6180916,-111.356287,2005.21
46870393,44.463165,-111.35533,1925.7,3997.66,0.13,0.34,20.93,-195.69,44.463087,-111.3561161,1926.89
46871015,44.655834,-111.35533,1989.7,4000.21,0.77,2.93,25.76,-194.79,44.6557585,-111.3561172,1990.92
6755Q022,44.940666,-111.35467,2337.8,3951.98,0.32,3.47,59.02,-200.39,44.9405949,-111.3554594,2339.16
46870166,44.097,-111.3545,1683.1,4022.91,0.31,0.04,4.54,-184.99,44.0969151,-111.3552853,1684.2
46870171,44.071335,-111.35433,1698.3,4018.1,0.06,0,6.74,-184.79,44.0712497,-111.3551152,1699.4
6755Q038,44.892166,-111.35416,2020.8,4006.04,4.45,9.51,19.78,-194,44.8920937,-111.354949,2022.07
46870204,44.286335,-111.35284,1896.4,3991.33,0.34,0.09,21.57,-191.8,44.2862525,-111.3536257,1897.57
46870028,44.213333,-111.3525,1843.7,3994.1,0.01,0.08,14.7,-193.1,44.2132499,-111.3532856,1844.85
3498 ngs,44.677834,-111.35233,2552,3893.3,2.2,6.35,90.13,-188.44,44.6777591,-111.3531172,2553.26
3498G136,44.678001,-111.35233,2552,3893.29,2.16,6.3,90.1,-188.56,44.6779261,-111.3531172,2553.26
764 ngs,44.069832,-111.35167,1693.2,4017.71,0.1,0,4.91,-186,44.0697466,-111.3524551,1694.3
764B434,44.07,-111.35167,1693.2,4017.67,0.09,0,4.86,-186.07,44.0699147,-111.3524551,1694.3
6755Q028,44.971001,-111.35083,2779.7,3854.17,2.97,4.4,94.61,-210.54,44.9709307,-111.3516195,2781.12
6755Q159,44.767834,-111.34917,2788.3,3829.82,3.78,7.14,91.3,-211.25,44.7677588,-111.3499577,2789.68
46870069,44.118332,-111.34666,1687.6,4022.51,0.14,0.29,3.6,-186.36,44.1182475,-111.3474451,1688.72
46870399,44.461166,-111.34617,1927.8,3997.76,0.02,0.3,21.85,-195.15,44.4610882,-111.3469557,1928.99
46870955,44.516998,-111.34583,1976.9,3990.91,0.01,0.53,25.08,-197.2,44.5169193,-111.3466158,1978.1
3498 ngs,44.584835,-111.34467,1973.5,3988.3,0,0.73,15.28,-206.43,44.584758,-111.3454562,1974.71
3498WG63,44.584999,-111.34467,1973.5,3988.26,0,0.73,15.23,-206.48,44.584922,-111.3454562,1974.71
4687 ngs,44.393665,-111.3445,1949.5,3976.8,0.03,0.19,13.69,-205.84,44.3935855,-111.3452855,1950.7
3498 ngs,44.669834,-111.34417,2439.9,3914.1,2.58,5,77.11,-189.91,44.669759,-111.3449568,2441.15
3498G137,44.670002,-111.34417,2439.9,3914.1,2.52,4.97,77.1,-190.02,44.6699271,-111.3449568,2441.15
46870027,44.209499,-111.34367,1839.7,3993.99,0.02,0.09,13.71,-193.63,44.209416,-111.3444553,1840.85
3498 ngs,44.658669,-111.34267,2309.1,3937.6,2.78,3.55,61.32,-192.34,44.6585938,-111.3434567,2310.33
3498G138,44.658669,-111.34267,2309.1,3937.55,2.78,3.55,61.27,-192.39,44.6585938,-111.3434567,2310.33
21500345,44.870499,-111.3425,1973.9,4018.07,1.18,6.55,19.32,-195.44,44.8704264,-111.3432883,1975.15
2150 ngs,44.870335,-111.34233,1973.9,4018.1,1.13,6.54,19.36,-195.45,44.8702624,-111.3431183,1975.15
46870113,44.330334,-111.34216,1899.5,3991.81,0.01,0.12,19.02,-195,44.3302529,-111.3429454,1900.68
3498 ngs,44.584835,-111.34184,1972.6,3988.1,0,0.72,14.81,-206.81,44.584758,-111.3426261,1973.81
58785113,44.898167,-111.3415,2768.8,3844.72,11.06,14.54,88.4,-197.31,44.8980951,-111.3422885,2770.07
3498WG61,44.584335,-111.34,1972.3,3987.8,0,0.71,14.46,-207.14,44.584258,-111.340786,1973.51
3498 ngs,44.584335,-111.33984,1972.3,3987.8,0.01,0.71,14.46,-207.13,44.584258,-111.340626,1973.51
46870165,44.100334,-111.3395,1682.5,4022.96,0.43,0.07,4.1,-185.21,44.1002492,-111.3402848,1683.6
46870161,44.071167,-111.33916,1677,4021.14,0.22,0.01,3.23,-185.74,44.0710817,-111.3399447,1678.1
46870202,44.275333,-111.33884,1904.7,3987.23,0.03,0.12,21.02,-193.56,44.2752504,-111.3396252,1905.87
6755Q027,44.989334,-111.338,2548.1,3906.85,0.43,2.68,74.28,-209.3,44.9892644,-111.3387891,2549.55
46870502,44.012833,-111.33783,1695.3,4008.31,0.25,-0.02,1.31,-189.71,44.0127468,-111.3386145,1696.41
4687 ngs,44.441002,-111.33767,1918.7,3996.8,0,0.25,19.91,-196.14,44.4409239,-111.3384553,1919.89
46870418,44.027168,-111.33767,1692.5,4010.15,0.05,-0.02,1,-189.91,44.027082,-111.3384546,1693.61
46870182,44.042,-111.33767,1677.9,4016.89,0.01,-0.02,1.89,-187.41,44.0419143,-111.3384546,1679.01
46870173,44.056999,-111.33733,1691.3,4016.43,0.36,-0.02,4.21,-186.25,44.0569135,-111.3381146,1692.4
46870407,44.478333,-111.33717,1965,3991.58,0.02,0.31,25.58,-195.57,44.4782559,-111.3379553,1966.19
6755Q036,44.912834,-111.33683,2301.2,3954.9,0.65,2.91,53.18,-202.37,44.9127625,-111.3376184,2302.5
46870405,44.498833,-111.33683,1952.2,3994.37,0,0.42,22.57,-197.06,44.4987565,-111.3376153,1953.39
764 ngs,44.503334,-111.33667,1947.1,3996.1,0.02,0.46,22.33,-196.68,44.5032551,-111.3374553,1948.29
764A036,44.503334,-111.33667,1947.1,3996.07,0.02,0.46,22.3,-196.71,44.5032551,-111.3374553,1948.29
2150 ngs,44.560833,-111.33667,1970.5,3991.21,0.02,0.63,19.44,-202.01,44.5607555,-111.3374557,1971.71
21500600,44.560833,-111.33667,1970.5,3991.21,0.02,0.63,19.44,-202.01,44.5607555,-111.3374557,1971.71
3498 ngs,44.582333,-111.33667,1970.8,3987.1,0.01,0.7,13.48,-207.95,44.5822561,-111.3374559,1972.01
3498WG60,44.582333,-111.33667,1970.8,3987.14,0.01,0.7,13.52,-207.91,44.5822561,-111.3374559,1972.01
46870026,44.206501,-111.33617,1841.6,3993.03,0.04,0.1,13.6,-193.92,44.206418,-111.336955,1842.75
5938 ngs,44.641998,-111.336,2013.2,3994.42,0.9,1.47,28.46,-196.05,44.6419225,-111.3367862,2014.42
34986462,44.579166,-111.336,1969.6,3987.58,0,0.69,13.88,-207.44,44.579089,-111.3367858,1970.81
3498 ngs,44.641666,-111.33583,2013.2,3994.1,0.58,1.46,28.17,-196.67,44.6415905,-111.3366162,2014.42
34986605,44.641666,-111.33583,2013.2,3994.14,0.58,1.46,28.21,-196.63,44.6415905,-111.3366162,2014.42
3498 ngs,44.579166,-111.33583,1969.6,3987.6,0,0.69,13.9,-207.42,44.579089,-111.3366158,1970.81
46870450,44.581333,-111.33583,1969.6,3987.85,0.01,0.69,13.95,-207.35,44.581256,-111.3366158,1970.81
46870406,44.487835,-111.33567,1963.5,3992.04,0.01,0.34,24.72,-196.25,44.4877582,-111.3364552,1964.69
46870408,44.516834,-111.33567,1973.5,3990.57,0.03,0.46,23.71,-198.24,44.5167554,-111.3364554,1974.7
4687 ngs,44.546833,-111.3355,1958.3,3991.03,0.03,0.62,16.77,-203.32,44.5467552,-111.3362856,1959.5
46870449,44.560333,-111.33533,1962.3,3991.06,0,0.64,16.81,-203.74,44.5602555,-111.3361156,1963.51
46870452,44.604,-111.33533,1988.5,3983.64,0.03,0.81,13.51,-209.77,44.6039236,-111.3361159,1989.72
46870453,44.618332,-111.33533,2007.1,3982.72,0.25,1,17.03,-207.93,44.618256,-111.336116,2008.32
764A035,44.561668,-111.335,1964.1,3991.17,0,0.64,17.35,-203.39,44.5615906,-111.3357856,1965.31
46870451,44.589333,-111.335,1967.7,3987.81,0.04,0.75,12.6,-208.4,44.5892563,-111.3357858,1968.91
764 ngs,44.561668,-111.33483,1964.1,3991.21,0,0.64,17.39,-203.35,44.5615906,-111.3356156,1965.31
46870168,44.085667,-111.3345,1710.5,4015.21,0.03,0.02,6.31,-186.59,44.085582,-111.3352846,1711.6
5938 ngs,44.865002,-111.334,1996.4,4013.21,1.3,6.18,21.89,-195.63,44.8649294,-111.3347879,1997.65
4687 ngs,44.553165,-111.3335,1959.8,3991.28,0,0.62,16.91,-203.38,44.5530874,-111.3342855,1961.01
764 ngs,44.206665,-111.33334,1812.3,3998.4,0.38,0.11,9.93,-193.96,44.2065821,-111.3341249,1813.45
764B436,44.206665,-111.33334,1812.3,3998.37,0.38,0.11,9.9,-193.99,44.2065821,-111.3341249,1813.45
3598 ngs,44.498333,-111.33334,1927.9,3995.8,0.36,0.49,16.56,-199.92,44.4982566,-111.3341251,1929.09
35980504,44.498333,-111.33334,1927.9,3995.79,0.36,0.49,16.55,-199.93,44.4982566,-111.3341251,1929.09
3498 ngs,44.636333,-111.33317,2010.4,3992.6,0.23,1.42,26.29,-198.63,44.6362575,-111.3339561,2011.62
3498SWAY,44.636333,-111.33317,2010.4,3992.55,0.23,1.42,26.24,-198.68,44.6362575,-111.3339561,2011.62
6755Q061,44.864666,-111.33317,2002.5,4011.87,1.3,6.09,22.46,-195.84,44.8645934,-111.3339579,2003.75
46870068,44.111168,-111.33317,1606.6,4038.14,0.69,0.69,-5.09,-185,44.1110835,-111.3339546,1607.71
21500344,44.864502,-111.333,2002.5,4012.17,1.31,6.1,22.78,-195.5,44.8644294,-111.3337878,2003.74
4687 ngs,44.142666,-111.333,1980.5,3960.41,0.4,2.01,29.57,-191.25,44.142582,-111.3337847,1981.63
5938 ngs,44.629002,-111.333,2011.7,3987.55,0.18,1.3,22.31,-202.93,44.6289263,-111.333786,2012.92
2150 ngs,44.864334,-111.33283,2002.5,4012.21,1.32,6.1,22.83,-195.44,44.8642614,-111.3336178,2003.74
46870011,44.242832,-111.33266,1874.2,3988.53,0.01,0.1,15.86,-195.34,44.2427497,-111.333445,1875.37
46870012,44.257168,-111.33266,1886.1,3986.8,0.03,0.11,16.5,-196,44.257085,-111.333445,1887.27
46870203,44.286335,-111.33266,1886.4,3991.43,0.04,0.13,18.59,-193.92,44.2862528,-111.333445,1887.57
4687 ngs,44.300667,-111.33266,1887,3991.71,0.03,0.13,17.75,-194.83,44.3005852,-111.333445,1888.17
4687 ngs,44.344166,-111.33266,1913.5,3986.22,0.02,0.15,16.5,-199.05,44.3440854,-111.333445,1914.69
4687 ngs,44.404335,-111.332,1914.4,3987.74,0.01,0.19,12.85,-202.77,44.404256,-111.332785,1915.6
46871044,44.427834,-111.331,1916.2,3993.46,0.01,0.22,17,-198.79,44.4277557,-111.331785,1917.4
46870997,44.351501,-111.33083,1969.3,3971.78,0.78,0.29,18.59,-202.31,44.3514206,-111.331615,1970.49
764A034,44.630001,-111.33,2012.9,3990.78,0.44,1.44,25.82,-199.15,44.6299254,-111.3307859,2014.12
764A095,44.863335,-111.33,2002.5,4011.87,2.58,6.33,22.58,-194.2,44.8632624,-111.3307877,2003.74
764T269,44.053333,-111.33,1690.7,4016.87,0.1,-0.01,4.79,-185.85,44.0532475,-111.3307844,1691.81
764 ngs,44.629833,-111.32983,2012.9,3990.8,0.47,1.45,25.85,-199.08,44.6297574,-111.3306159,2014.12
764 ngs,44.863335,-111.32983,2002.5,4011.9,2.75,6.34,22.61,-193.99,44.8632624,-111.3306177,2003.74
764 ngs,44.053333,-111.32983,1690.7,4016.9,0.1,-0.01,4.82,-185.82,44.0532475,-111.3306144,1691.81
3498 ngs,44.644333,-111.32917,2177.4,3960.3,2.82,1.57,44.73,-196.14,44.6442578,-111.329956,2178.62
3498G142,44.644501,-111.32917,2177.4,3960.28,2.64,1.58,44.7,-196.35,44.6444258,-111.329956,2178.62
46870008,44.213665,-111.329,1842.8,3994.39,0.02,0.09,14.69,-193,44.2135823,-111.3297847,1843.95
46870025,44.203167,-111.3285,1829.4,3995.26,0.01,0.1,12.38,-193.81,44.2030841,-111.3292847,1830.55
3498 ngs,44.525166,-111.32784,1955.9,3991.21,0,0.5,18.17,-201.8,44.5250878,-111.3286251,1957.1
3498BASE,44.525166,-111.32784,1955.9,3991.22,0,0.5,18.18,-201.79,44.5250878,-111.3286251,1957.1
46870409,44.525166,-111.32767,1955.9,3991.48,0,0.5,18.44,-201.53,44.5250878,-111.3284551,1957.1
46870070,44.127167,-111.32733,1800.7,3994.82,1.15,0.7,9.97,-191.26,44.1270828,-111.3281145,1801.82
6755Q040,44.885502,-111.32667,2081.7,3995.03,2.6,5.98,28.14,-197.83,44.88543,-111.3274578,2082.97
46870454,44.634499,-111.32633,2020.5,3991.67,0.54,1.65,28.64,-196.87,44.6344236,-111.3271158,2021.72
6755Q035,44.905499,-111.32567,2234.1,3971.75,0.69,3.54,50.02,-197.36,44.9054275,-111.3264579,2235.39
46870400,44.472668,-111.3255,1941.8,3995.89,0.06,0.32,23.26,-195.25,44.4725911,-111.3262848,1942.99
3498 ngs,44.655334,-111.32533,2129.6,3975,0.59,1.33,43.71,-194.29,44.6552591,-111.3261159,2130.83
3498G141,44.655499,-111.32533,2129.6,3975,0.61,1.34,43.69,-194.27,44.6554241,-111.3261159,2130.83
46870009,44.227001,-111.325,1854.1,3992.98,0.01,0.09,15.55,-193.41,44.2269185,-111.3257846,1855.26
46871043,44.414665,-111.325,1915.6,3989.51,0.01,0.21,14.05,-201.68,44.4145865,-111.3257847,1916.8
46870164,44.100334,-111.324,1692.5,4020.07,0.04,0.08,4.3,-186.52,44.1002493,-111.3247843,1693.6
46870404,44.498165,-111.32383,1952.2,3992.75,0,0.37,21.01,-198.67,44.4980888,-111.3246147,1953.39
6755Q030,44.942001,-111.3235,2718.8,3876.32,0.67,3.93,100.62,-200.51,44.9419305,-111.3242881,2720.19
6755Q029,44.953335,-111.32233,2825.5,3855.39,1.07,4.97,111.54,-200.04,44.9532648,-111.3231182,2826.91
6755Q131,44.830166,-111.32217,2048.2,4006.83,1.87,5.11,34.63,-189.2,44.8300927,-111.3229571,2049.44
46870007,44.196335,-111.322,1817.5,3997.73,0.08,0.11,11.8,-192.97,44.1962521,-111.3227845,1818.64
6755Q130,44.844833,-111.3215,1997,4013.32,1.85,5.94,24.01,-193.27,44.8447601,-111.3222872,1998.23
46870181,44.041832,-111.32034,1718.7,4006,0.09,0.01,3.59,-190.18,44.0417463,-111.321124,1719.81
46870053,44.114666,-111.31983,1613.6,4036.28,0.48,0.72,-5.11,-185.99,44.1145816,-111.3206142,1614.71
3598 ngs,44.129833,-111.31983,1613.6,4035.5,7.65,1.9,-7.26,-179.79,44.1297489,-111.3206142,1614.72
4687 ngs,44.191002,-111.31866,1819,3997.39,0.56,0.13,12.4,-192.03,44.190919,-111.3194443,1820.14
46870257,44.401333,-111.318,1915.3,3987.39,0.01,0.22,13.05,-202.64,44.4012543,-111.3187844,1916.5
6755Q041,44.8965,-111.31783,2118.3,3993.21,1.14,5.22,36.61,-195.69,44.8964284,-111.3186175,2119.58
4687 ngs,44.027332,-111.31767,1701.7,4005.91,0.02,-0.01,-0.42,-192.38,44.0272461,-111.3184539,1702.82
6755Q031,44.93,-111.3175,2511.5,3916.82,0.57,2.56,78.34,-201.13,44.9299293,-111.3182877,2512.86
46870415,44.009167,-111.31734,1693.4,4005.89,0.08,0,-1.36,-192.32,44.0090808,-111.3181238,1694.52
4687 ngs,44.056835,-111.31734,1702.9,4011.72,0.14,0,3.09,-188.88,44.0567496,-111.318124,1704.01
46870010,44.233002,-111.31633,1851.9,3991.26,0.01,0.11,12.61,-196.08,44.2329198,-111.3171143,1853.06
46870969,44.574833,-111.31533,1960.4,3988.8,0,0.7,12.65,-207.62,44.5747563,-111.3161148,1961.61
46870968,44.589333,-111.31533,1975.7,3990.61,0.01,0.82,17.87,-203.99,44.5892566,-111.3161149,1976.92
4687 ngs,44.181,-111.31517,1806.8,3998.85,0.85,0.14,11.01,-191.76,44.1809169,-111.3159542,1807.94
46870965,44.611,-111.31483,2011,3986.07,0.6,1.44,22.24,-202.36,44.6109242,-111.3156151,2012.22
3598 ngs,44.623333,-111.31483,1988.8,3986.71,9,2.36,14.92,-197.87,44.6232575,-111.3156152,1990.03
6755Q032,44.923668,-111.31433,2481,3931.85,0.38,2.46,84.55,-191.81,44.9235972,-111.3151176,2482.35
46870456,44.647835,-111.314,2051,3987.71,0.21,2.01,32.88,-196.02,44.6477602,-111.3147853,2052.23
4687 ngs,44.553665,-111.314,1955.2,3988.99,0,0.57,13.16,-206.66,44.5535877,-111.3147846,1956.4
3498 ngs,44.647835,-111.31384,2051,3987.5,0.22,2.02,32.67,-196.21,44.6477602,-111.3146253,2052.23
34986729,44.647835,-111.31384,2051,3987.47,0.22,2.02,32.64,-196.24,44.6477602,-111.3146253,2052.23
6755Q034,44.910332,-111.31333,2442.9,3938.53,1.12,2.59,80.7,-190.54,44.9102609,-111.3141174,2444.22
46870162,44.071335,-111.31333,1715.7,4010.3,0.01,0.01,4.3,-189.22,44.0712499,-111.3141139,1716.81
46870163,44.085499,-111.31316,1704.1,4014.25,0.02,0.02,3.39,-188.8,44.0854142,-111.3139439,1705.21
4687 ngs,44.175999,-111.31284,1801.3,4000.53,0.51,0.17,11.44,-191.02,44.1759158,-111.3136241,1802.43
46870104,44.286335,-111.3125,1872.6,3989.94,0,0.18,12.84,-198.11,44.2862531,-111.3132842,1873.77
3578 ngs,44.851665,-111.31167,2020.2,4005.6,2.74,5.19,22.82,-196.92,44.8515924,-111.3124568,2021.43
35781974,44.851665,-111.31167,2020.2,4005.56,2.74,5.19,22.78,-196.96,44.8515924,-111.3124568,2021.43
46870250,44.387001,-111.31167,1917.8,3984.75,0,0.22,12.47,-203.51,44.386922,-111.3124542,1919
6755Q033,44.918335,-111.31116,2438.4,3933.98,0.62,2.42,74.04,-197.36,44.9182641,-111.3119474,2439.74
4687 ngs,44.1255,-111.31017,1683.1,4021.29,0.11,0.51,0.34,-188.92,44.1254159,-111.3109539,1684.21
3498 ngs,44.655834,-111.30983,2058.9,3985.3,0.49,2.05,32.18,-197.29,44.6557595,-111.3106152,2060.14
34986755,44.655998,-111.30983,2058.9,3985.33,0.5,2.04,32.19,-197.27,44.6559235,-111.3106152,2060.14
6755Q124,44.981499,-111.30967,2895.6,3839.07,2.58,7.22,114.26,-201.37,44.9814297,-111.3104579,2897.04
21500552,44.833832,-111.308,1995.8,4016.46,0.09,4.03,27.78,-193.04,44.833759,-111.3087865,1997.03
2150 ngs,44.833832,-111.30783,1995.8,4016.5,0.09,4.02,27.82,-193.01,44.833759,-111.3086165,1997.03
6755Q116,44.874001,-111.30783,2615.1,3889.72,4.59,6.57,88.23,-194.77,44.873929,-111.3086168,2616.36
46870003,44.172501,-111.30783,1803.2,4000.11,0.33,0.2,11.93,-190.9,44.1724178,-111.3086139,1804.33
46870401,44.481167,-111.306,1951.3,3994.01,0.11,0.33,23.54,-195.98,44.4810909,-111.3067839,1952.49
46870948,44.516834,-111.306,1959.5,3988.98,0,0.42,17.8,-202.65,44.5167559,-111.306784,1960.7
4687 ngs,44.133667,-111.3055,1693.1,4017.8,0.33,0.66,-0.8,-190.82,44.1335831,-111.3062837,1694.22
46870013,44.276833,-111.304,1861.4,3989.94,0,0.2,10.25,-199.43,44.276751,-111.3047839,1862.57
46870117,44.317165,-111.304,1897.9,3984.89,0.02,0.24,12.8,-200.91,44.3170842,-111.3047839,1899.09
5177 ngs,44.276833,-111.30383,1862,3990.5,0,0.2,11,-198.75,44.276751,-111.3046139,1863.17
51771444,44.276833,-111.30383,1862,3990.53,0,0.2,11.03,-198.72,44.276751,-111.3046139,1863.17
4687 ngs,44.303501,-111.30383,1892.5,3985.33,0.03,0.21,12.81,-200.31,44.3034198,-111.3046139,1893.68
46871020,44.439167,-111.30317,1919,3995.39,0.32,0.33,18.76,-196.92,44.4390897,-111.3039538,1920.2
46870116,44.323666,-111.30117,1907.1,3983.26,0.01,0.25,13.42,-201.32,44.3235854,-111.3019538,1908.29
3498 ngs,44.664665,-111.30067,2099.1,3979.3,0.42,1.98,37.77,-196.34,44.6645909,-111.3014548,2100.35
34986887,44.664665,-111.30067,2099.1,3979.3,0.42,1.98,37.77,-196.34,44.6645909,-111.3014548,2100.35
4687 ngs,44.664833,-111.30067,2099.1,3979.55,0.4,1.98,38,-196.12,44.6647589,-111.3014548,2100.35
46870212,44.364502,-111.30067,1916.8,3982.67,0.01,0.27,12.12,-203.69,44.3644226,-111.3014537,1918
3498 ngs,44.665333,-111.29967,2101.6,3978.3,0.42,2,37.48,-196.89,44.665259,-111.3004548,2102.85
3498WG19,44.665333,-111.29967,2101.6,3978.31,0.42,2,37.49,-196.88,44.665259,-111.3004548,2102.85
6755Q133,44.794334,-111.2995,2097,4005.25,0.21,2.81,51.33,-181.92,44.7942601,-111.3002858,2098.21
46870018,44.200333,-111.29933,1817.2,3996.12,0,0.12,9.73,-195.07,44.2002505,-111.3001137,1818.34
46871025,44.119335,-111.299,1705.3,4016.46,0.04,0.19,2.91,-189.23,44.1192509,-111.2997835,1706.41
46870414,44.009167,-111.29867,1713.5,3998.32,0.05,0.02,-2.73,-195.96,44.0090808,-111.2994532,1714.63
46870413,44.0275,-111.29833,1710.5,4002.22,0.03,0,-1.42,-194.34,44.0274142,-111.2991133,1711.62
46870180,44.041832,-111.29816,1727,4002.26,0.02,0.01,2.41,-192.37,44.0417464,-111.2989433,1728.12
2150 ngs,44.841335,-111.29784,1995.8,4010.8,0.82,4.64,21.44,-198.04,44.8412623,-111.2986261,1997.03
6755Q060,44.841335,-111.29767,1997,4009.71,0.82,4.62,20.72,-198.91,44.8412623,-111.2984561,1998.23
4687 ngs,44.056835,-111.29733,1712.9,4007.07,0.04,0.01,1.52,-191.66,44.0567497,-111.2981133,1714.02
764 ngs,44.139832,-111.29667,1696.8,4018,0.31,0.52,-0.02,-190.61,44.1397483,-111.2974534,1697.92
764B435,44.139999,-111.29667,1696.8,4017.97,0.32,0.52,-0.07,-190.65,44.1399153,-111.2974534,1697.92
3498 ngs,44.666832,-111.29633,2108.9,3976.1,0.47,2.06,37.39,-197.68,44.6667581,-111.2971146,2110.15
3498WG20,44.667,-111.29633,2108.9,3976.08,0.45,2.07,37.35,-197.73,44.6669261,-111.2971146,2110.16
46870945,44.531502,-111.296,1956.5,3987.82,0,0.49,14.39,-205.65,44.5314244,-111.2967837,1957.7
46870215,44.349499,-111.296,1912.3,3982.42,0.02,0.31,11.84,-203.41,44.3494192,-111.2967836,1913.5
46870145,44.473335,-111.29567,1951.6,3993.96,0.19,0.34,24.29,-195.17,44.4732589,-111.2964534,1952.79
5177 ngs,44.349335,-111.29567,1912.3,3982,0.02,0.31,11.44,-203.82,44.3492552,-111.2964536,1913.5
51771445,44.349335,-111.29567,1912.3,3982,0.02,0.31,11.44,-203.82,44.3492552,-111.2964536,1913.5
4687 ngs,44.502335,-111.2955,1949.8,3991.4,0.02,0.41,18.55,-200.81,44.5022567,-111.2962834,1950.99
46870971,44.575001,-111.29517,1964.1,3997.1,0.02,0.88,22.08,-198.41,44.5749246,-111.2959539,1965.32
46870970,44.5895,-111.295,1995.8,3990.97,0.13,1.11,24.4,-199.29,44.589424,-111.295784,1997.02
4687 ngs,44.158669,-111.2945,1765.1,4008.03,0.08,0.22,9.35,-189.43,44.1585857,-111.2952834,1766.22
6755Q132,44.817333,-111.294,1997,4015.54,0.25,3.23,28.72,-192.87,44.8172598,-111.2947857,1998.21
2150 ngs,44.816833,-111.29366,1995.8,4016.71,0.3,3.23,29.57,-191.84,44.8167598,-111.2944457,1997.01
21500551,44.817001,-111.29366,1995.8,4016.71,0.28,3.23,29.55,-191.88,44.8169278,-111.2944457,1997.01
46870065,44.085499,-111.29333,1711.7,4010.36,0.04,0.03,1.85,-191.17,44.0854143,-111.2941132,1712.81
46870067,44.071167,-111.29317,1714.8,4008.23,0.05,0.01,1.97,-191.41,44.071082,-111.2939532,1715.91
