#sourcecode,latnad27,lonnad27,elevngvd29m,obsgrvless976000mg,itc,otc,faanom,cbanom267,latnad83,lonnad83,elevngvd88m
27200575,41.832169,-122.5905,621.4,4118.89,3.44,4.86,-22.43,-84.47,41.8320305,-122.5916368,622.4
2720 ngs,41.832169,-122.59033,621.4,4118.9,3.49,4.86,-22.42,-84.41,41.8320305,-122.5914668,622.4
3252 ngs,41.809166,-122.59016,758.6,4092.3,1.63,2.38,-4.64,-86.46,41.8090281,-122.5912966,759.61
32520005,41.809166,-122.59016,758.6,4092.26,1.63,2.38,-4.68,-86.5,41.8090281,-122.5912966,759.61
88660118,41.542168,-122.58933,929.2,4042.96,0.19,2.63,22.61,-79.64,41.5420342,-122.5904653,930.23
32520191,41.206165,-122.589,1953.4,3775.39,5.03,10.86,100.94,-103.36,41.206036,-122.5901314,1954.47
3252 ngs,41.206165,-122.58884,1953.4,3775.4,5.1,10.83,100.95,-103.31,41.206036,-122.5899714,1954.47
22302382,42.777668,-122.58817,870.8,4118.66,0.57,2.56,-30.92,-126.28,42.777516,-122.5893204,871.91
2713 ngs,41.540333,-122.58667,918.4,4043.3,0.27,2.78,19.79,-81.02,41.5401993,-122.5878052,919.43
27130720,41.540333,-122.58667,918.4,4043.26,0.27,2.78,19.75,-81.06,41.5401993,-122.5878052,919.43
22302274,42.708332,-122.58517,666.6,4154.85,0.92,3.2,-51.44,-122.77,42.7081805,-122.5863188,667.7
22302319,42.919167,-122.58334,1637.4,3984.87,0.21,6.38,58.86,-119.3,42.9190113,-122.5844929,1638.5
88660057,41.4725,-122.58317,985.8,4033.05,0.67,5.49,36.41,-68.89,41.4723652,-122.5843045,986.87
88660117,41.538834,-122.583,916.8,4043.35,0.39,2.72,19.48,-81.09,41.5387004,-122.5841351,917.83
32520002,41.942501,-122.5825,734.2,4095.79,0.15,2.73,-20.67,-100.87,41.9423597,-122.5836373,735.23
3252 ngs,41.942333,-122.58234,734.2,4095.8,0.16,2.73,-20.64,-100.83,41.9421917,-122.5834773,735.23
22302373,42.869999,-122.58033,1404.2,4027.86,0.4,3.66,34.4,-120.09,42.8698446,-122.5814819,1405.29
27130991,41.941666,-122.58,734.3,4095.79,0.2,2.71,-20.56,-100.74,41.9415247,-122.5811372,735.33
56750059,41.656666,-122.58,839.7,4066.72,0.08,1.35,8.49,-85.06,41.6565297,-122.5811354,840.73
2713 ngs,41.941666,-122.57983,734.3,4095.8,0.21,2.71,-20.55,-100.72,41.9415247,-122.5809672,735.33
2720 ngs,41.730335,-122.57917,763.5,4077.3,0.04,0.79,-11.05,-96.6,41.7301969,-122.5803057,764.52
27200563,41.730335,-122.57917,763.5,4077.29,0.04,0.79,-11.06,-96.61,41.7301969,-122.5803057,764.52
2713 ngs,41.600166,-122.57667,993.6,4029.5,1.24,1.91,23.8,-85.38,41.600031,-122.5778051,994.65
27130757,41.600166,-122.57667,993.6,4029.48,1.24,1.91,23.78,-85.4,41.600031,-122.5778051,994.65
2713 ngs,41.731167,-122.57667,763.5,4077.5,0.08,0.77,-10.92,-96.45,41.7310289,-122.5778056,764.52
27130737,41.731167,-122.57667,763.5,4077.51,0.08,0.77,-10.91,-96.44,41.7310289,-122.5778056,764.52
22302333,42.997501,-122.57633,754.1,4162.53,3.35,6.71,-42.87,-118.14,42.9973432,-122.5774842,755.2
27130820,41.377998,-122.575,2603.6,3677.96,9.99,26.85,188.46,-67.58,41.3778656,-122.5761329,2604.78
2713 ngs,41.377834,-122.57484,2603.6,3678,9.24,26.8,188.52,-68.32,41.3777016,-122.5759729,2604.78
2713 ngs,41.639832,-122.57333,852.5,4063,0.2,1.67,10.23,-84.33,41.6396961,-122.5744652,853.53
27130756,41.639999,-122.57333,852.5,4062.98,0.2,1.67,10.2,-84.36,41.6398631,-122.5744652,853.53
88660116,41.539001,-122.573,903,4043.78,0.4,2.41,15.64,-83.67,41.5388676,-122.5741347,904.03
88660056,41.478668,-122.5725,954.3,4037.96,0.57,5.29,31.06,-70.99,41.4785331,-122.5736343,955.37
2713 ngs,41.858166,-122.57167,634,4120.1,2.02,4.25,-19.67,-85.16,41.8580271,-122.5728063,635
27130989,41.858166,-122.57167,634,4120.14,2.02,4.25,-19.63,-85.12,41.8580271,-122.5728063,635
2713 ngs,41.138168,-122.57167,1133.9,3931.3,3.34,6.64,10.32,-107.84,41.1380387,-122.5728005,1134.92
27130703,41.138168,-122.57167,1133.9,3931.29,3.34,6.64,10.31,-107.85,41.1380387,-122.5728005,1134.92
2713 ngs,42.238834,-122.57167,986.3,4061.6,0.19,3.32,-3.8,-111.8,42.2386862,-122.5728097,987.42
27131025,42.238834,-122.57167,986.3,4061.6,0.19,3.32,-3.8,-111.8,42.2386862,-122.5728097,987.42
22302375,42.751499,-122.5675,1000.4,4090.89,0.32,2.01,-16.37,-127.14,42.7513479,-122.5686492,1001.52
4058 ngs,42.134167,-122.56734,700.8,4110.71,0.56,4.31,-33.3,-107.73,42.1340225,-122.5684785,701.89
4058 139,42.134167,-122.56734,700.8,4110.73,0.56,4.31,-33.28,-107.71,42.1340225,-122.5684785,701.89
22302298,42.542332,-122.56533,773,4125.1,0.24,1.31,-33.42,-119.32,42.5421828,-122.5664743,774.09
2713 ngs,41.902668,-122.56333,690.1,4106.21,0.14,2.42,-20.27,-95.8,41.9025279,-122.5644664,691.1
27130990,41.902668,-122.56333,690.1,4106.21,0.14,2.42,-20.27,-95.8,41.9025279,-122.5644664,691.1
2713 ngs,42.406834,-122.56333,645.6,4134.9,3.21,2.94,-50.69,-117.61,42.4066854,-122.5644718,646.67
27131015,42.407001,-122.56333,645.6,4134.87,3.05,2.93,-50.73,-117.82,42.4068524,-122.5644718,646.67
2713 ngs,41.695667,-122.56333,790.7,4073.1,0.08,0.81,-3.74,-92.31,41.6955299,-122.5644651,791.72
27130856,41.695667,-122.56333,790.7,4073.12,0.08,0.81,-3.72,-92.29,41.6955299,-122.5644651,791.72
3252 ngs,41.756832,-122.56267,776.6,4073.4,0.1,0.77,-13.29,-100.28,41.756696,-122.5638053,777.62
32520017,41.757,-122.56267,776.6,4073.36,0.1,0.78,-13.34,-100.33,41.756864,-122.5638053,777.62
88660055,41.489834,-122.56167,935.1,4040.73,0.51,3.78,26.9,-74.55,41.4896989,-122.5628041,936.16
88660115,41.538666,-122.56167,882.8,4044.78,0.26,2.15,10.44,-86.99,41.5385328,-122.5628044,883.83
4464 ngs,42.928833,-122.5615,1618.4,3977.1,3.82,7.01,44.36,-127.43,42.928677,-122.5626525,1619.53
2720 ngs,41.489834,-122.56084,934.6,4041.21,0.4,3.77,27.23,-74.29,41.4896989,-122.561974,935.66
5675 ngs,41.490002,-122.56084,934.5,4041.29,0.42,3.75,27.26,-74.24,41.4898669,-122.561974,935.55
2713 ngs,41.727665,-122.55833,747.7,4077.5,0.9,0.8,-15.48,-98.38,41.7275271,-122.559465,748.72
27130054,41.727665,-122.55833,747.7,4077.51,0.9,0.8,-15.47,-98.37,41.7275271,-122.559465,748.72
2720 ngs,41.874832,-122.55666,637.7,4117.9,1.29,3.52,-22.23,-89.6,41.8746928,-122.557796,638.7
27200574,41.875,-122.55666,637.7,4117.89,1.16,3.51,-22.26,-89.76,41.8748608,-122.557796,638.7
35980867,41.875,-122.555,633.1,4118.1,1.25,3.6,-23.46,-90.27,41.8748608,-122.5561359,634.1
1083005,41.91,-122.555,656.6,4109.8,0.12,2.62,-27.67,-99.24,41.9098598,-122.5561362,657.6
1083 ngs,41.909832,-122.55483,656.6,4109.8,0.12,2.61,-27.65,-99.23,41.9096918,-122.5559662,657.6
2665 ngs,41.909668,-122.55466,656.6,4109.5,0.12,2.6,-27.94,-99.53,41.9095278,-122.5557962,657.6
26650004,41.909668,-122.55466,656.6,4109.47,0.12,2.6,-27.97,-99.56,41.9095278,-122.5557962,657.6
88660114,41.538166,-122.55334,866.5,4044.62,0.09,2.01,5.3,-90.61,41.5380329,-122.5544741,867.53
2713 ngs,41.768333,-122.55334,817.8,4066.71,0.12,0.87,-8.31,-99.83,41.7681969,-122.5544751,818.83
27130840,41.768501,-122.55334,817.8,4066.67,0.13,0.87,-8.36,-99.87,41.7683649,-122.5544751,818.83
88660122,41.551498,-122.55317,862.5,4044.41,0.06,1.67,2.66,-93.16,41.5513646,-122.5543041,863.52
22302383,42.799667,-122.55183,1608.7,3963.47,4.49,13.86,39.4,-123.78,42.7995146,-122.5529796,1609.87
2713 ngs,41.538334,-122.55167,866.9,4044.4,0.06,1.94,5.19,-90.86,41.538201,-122.552804,867.93
27130719,41.538334,-122.55167,866.9,4044.42,0.06,1.94,5.21,-90.84,41.538201,-122.552804,867.93
88660054,41.493999,-122.551,901.3,4042.86,0.19,3.58,18.24,-79.92,41.4938638,-122.5521337,902.35
27130758,41.497501,-122.55,900.1,4043.66,0.25,3.2,18.35,-79.99,41.4973657,-122.5511338,901.14
27200570,41.898998,-122.55,650.7,4112.39,0.08,2.41,-25.91,-97.06,41.8988581,-122.5511359,651.69
2713 ngs,41.497334,-122.54984,900.1,4043.71,0.2,3.22,18.42,-79.96,41.4971987,-122.5509738,901.14
2720 ngs,41.898834,-122.54984,650.7,4112.4,0.07,2.4,-25.88,-97.06,41.8986941,-122.5509759,651.69
2713 ngs,41.437832,-122.54833,1995.2,3815.71,2.1,13.53,133.35,-75.89,41.4376982,-122.5494629,1996.35
27130817,41.438,-122.54833,1995.2,3815.74,2.07,13.58,133.37,-75.85,41.4378662,-122.5494629,1996.35
88660053,41.503502,-122.54784,901.7,4041.54,0.1,2.77,16.19,-82.92,41.5033699,-122.5489737,902.74
22302318,42.896332,-122.547,1255.5,4055.92,0.61,2.64,14.24,-124.34,42.8961769,-122.5481514,1256.62
22302406,42.584,-122.54684,1316.7,4008.73,3.67,6.93,14.1,-124.02,42.5838505,-122.5479846,1317.82
3252 ngs,41.438168,-122.54684,1995.2,3815.8,2.33,13.75,133.41,-75.38,41.4380342,-122.5479728,1996.35
32520343,41.438168,-122.54684,1995.2,3815.78,2.33,13.75,133.39,-75.4,41.4380342,-122.5479728,1996.35
22302273,42.716835,-122.54567,707.7,4146.68,0.6,2.75,-47.71,-124.44,42.7166836,-122.5468177,708.82
27130049,41.574665,-122.545,824.2,4051.5,0.27,1.7,-4.14,-95.4,41.5745311,-122.5461339,825.23
2713 ngs,41.574665,-122.54483,824.2,4051.5,0.28,1.69,-4.14,-95.4,41.5745311,-122.5459639,825.23
88660113,41.538666,-122.54366,852.3,4043.62,0.01,1.78,-0.12,-94.74,41.5385331,-122.5447937,853.33
88660121,41.551498,-122.54317,851,4041.79,0.01,1.51,-3.51,-98.24,41.5513648,-122.5443038,852.02
8866PARK,41.447334,-122.54183,2099.1,3784.23,5.25,21.84,133.04,-76.37,41.4472,-122.5429628,2100.23
2713 ngs,41.897835,-122.54166,643.1,4112.21,0.4,2.39,-28.32,-98.32,41.8976952,-122.5427956,644.09
27130755,41.897999,-122.54166,643.1,4112.21,0.41,2.39,-28.34,-98.33,41.8978592,-122.5427956,644.09
2713 ngs,41.138832,-122.54166,1444.8,3867.71,0.64,3.64,42.53,-116.31,41.1387033,-122.5427896,1445.84
27130702,41.138832,-122.54166,1444.8,3867.66,0.64,3.64,42.48,-116.36,41.1387033,-122.5427896,1445.84
88660052,41.505833,-122.54117,893.7,4040.46,0.27,2.56,12.43,-85.81,41.505701,-122.5423035,894.74
3252 ngs,41.402832,-122.53934,2172.3,3768,10.37,15.8,143.37,-75.16,41.4026992,-122.540472,2173.5
56750194,41.352833,-122.53917,2172.3,3767.18,4.02,9.42,147.03,-84.22,41.3527015,-122.5403013,2173.48
3598 ngs,41.874832,-122.53833,633.1,4118.1,9.07,4.54,-23.45,-81.5,41.874693,-122.5394654,634.1
3598 ngs,41.636665,-122.53667,780,4067.5,0.93,1.29,-7.34,-93.37,41.6365296,-122.5378039,781.02
35980869,41.636665,-122.53667,780,4067.49,0.93,1.29,-7.35,-93.38,41.6365296,-122.5378039,781.02
2713 ngs,42.134335,-122.53667,922.6,4060.71,1.05,3.89,-14.92,-114.31,42.1341908,-122.5378076,923.71
27130998,42.134499,-122.53667,922.6,4060.66,1.09,3.9,-14.98,-114.33,42.1343548,-122.5378076,923.71
3317G908,41.002499,-122.5365,1682.5,3811.28,5.3,13.75,71.59,-99.17,41.0023691,-122.5376291,1683.47
3317 ngs,41.002335,-122.53633,1682.5,3811.3,5.31,13.77,71.62,-99.11,41.0022051,-122.5374591,1683.47
4058 ngs,42.128834,-122.53633,1008.2,4044.3,1.09,3.06,-4.44,-114.27,42.12869,-122.5374675,1009.31
27130048,41.538166,-122.535,838.2,4041.74,0.03,1.7,-6.31,-99.39,41.5380332,-122.5361334,839.23
2713 ngs,41.538166,-122.53484,838.2,4041.71,0.02,1.69,-6.34,-99.44,41.5380332,-122.5359734,839.23
4464 ngs,42.659668,-122.53484,1540.4,3970.5,1.21,7.42,38,-127.23,42.6595176,-122.535986,1541.56
2720 ngs,41.688835,-122.53467,770.8,4071.71,0.25,0.8,-10.66,-96.81,41.6886983,-122.5358041,771.82
27200591,41.688999,-122.53467,770.8,4071.69,0.25,0.79,-10.69,-96.86,41.6888623,-122.5358041,771.82
88660048,41.508335,-122.53384,896.3,4037.57,0.29,2.24,10.12,-88.72,41.508203,-122.5349733,897.34
88660112,41.538166,-122.53367,838,4041.85,0.02,1.67,-6.26,-99.36,41.5380333,-122.5348034,839.03
32520319,41.990002,-122.5305,1287.1,3985.89,1.75,2.93,35.64,-105.07,41.9898595,-122.5316359,1288.17
3252 ngs,41.989834,-122.53033,1287.1,3985.9,1.77,2.94,35.66,-105.01,41.9896915,-122.5314659,1288.17
27130053,41.682335,-122.53,769,4071.74,0.28,0.85,-10.6,-96.47,41.6821985,-122.5311339,770.02
27130738,41.728333,-122.53,772.7,4068.56,0.1,0.62,-16.77,-103.47,41.7281952,-122.5311341,773.72
2713 ngs,41.682335,-122.52983,769,4071.71,0.26,0.85,-10.63,-96.52,41.6821985,-122.5309639,770.02
2713 ngs,41.728333,-122.52983,772.7,4068.6,0.09,0.62,-16.73,-103.44,41.7281952,-122.5309641,773.72
2713 ngs,41.443832,-122.52834,1788,3855.1,2.05,10.69,108.35,-80.56,41.4436982,-122.5294722,1789.12
27130818,41.443832,-122.52834,1788,3855.07,2.05,10.69,108.32,-80.59,41.4436982,-122.5294722,1789.12
56750015,41.837833,-122.52817,1061,4024.66,2.92,2.01,18.38,-96.62,41.8376952,-122.5293048,1062.03
88660049,41.511002,-122.52734,865.8,4039.79,0.18,2.22,2.69,-92.83,41.5108701,-122.5284731,866.84
22302299,42.546501,-122.527,810.5,4116.1,0.08,1.15,-31.23,-121.69,42.5463523,-122.528143,811.58
2720 ngs,41.728333,-122.52683,773.5,4068.21,0.14,0.62,-16.87,-103.62,41.7281953,-122.527964,774.52
3252 ngs,41.837833,-122.52666,1061,4025.5,2.8,2,19.22,-95.91,41.8376952,-122.5277947,1062.03
32520342,41.443668,-122.5265,1787.9,3855.14,2.83,11.13,108.37,-79.31,41.4435342,-122.5276322,1789.02
3252 ngs,41.443668,-122.52634,1787.9,3855.1,2.88,11.17,108.33,-79.26,41.4435342,-122.5274722,1789.02
88660102,41.555168,-122.52483,824.7,4039.89,0.15,1.34,-13.85,-105.65,41.5550349,-122.5259632,825.73
88660050,41.515167,-122.52417,851.8,4040.53,0.06,2.09,-1.26,-95.45,41.515035,-122.525303,852.84
2720 ngs,41.568668,-122.52417,813.2,4044.6,0.17,1.3,-13.89,-104.42,41.5685346,-122.5253032,814.23
27200594,41.568668,-122.52417,813.2,4044.6,0.17,1.3,-13.89,-104.42,41.5685346,-122.5253032,814.23
2713 ngs,41.771168,-122.52333,826.3,4062.6,0.06,0.73,-10.05,-102.73,41.7710323,-122.5244642,827.33
27130664,41.771168,-122.52333,826.3,4062.56,0.06,0.73,-10.09,-102.77,41.7710323,-122.5244642,827.33
88660078,41.538502,-122.52317,829.5,4038.4,0.22,1.54,-12.36,-104.43,41.5383694,-122.524303,830.53
4058 136,42.128334,-122.523,1103.9,4021.22,1.7,3.28,2.03,-117.75,42.1281901,-122.5241371,1105.03
4058 ngs,42.128334,-122.52283,1103.9,4021.21,1.75,3.28,2.02,-117.71,42.1281901,-122.5239671,1105.03
88660051,41.520668,-122.52233,844.6,4039.64,0.04,1.9,-4.86,-98.46,41.5205359,-122.5234629,845.63
2713 ngs,41.603333,-122.52167,791.9,4058.4,0,1.18,-9.78,-98.19,41.6031987,-122.5228033,792.93
27130050,41.6035,-122.52167,791.9,4058.37,0,1.18,-9.82,-98.23,41.6033657,-122.5228033,792.93
2713 ngs,41.625332,-122.52167,782.4,4065.21,0.04,1.06,-7.87,-95.29,41.6251971,-122.5228034,783.42
27130051,41.6255,-122.52167,782.4,4065.19,0.04,1.06,-7.91,-95.32,41.6253651,-122.5228034,783.42
27200595,41.526165,-122.5205,839.1,4036.89,0.07,1.72,-9.8,-102.93,41.5260328,-122.5216329,840.13
22302392,42.721668,-122.5205,738.8,4140.3,1.17,2.14,-44.93,-125.22,42.7215167,-122.521647,739.92
2720 ngs,41.526165,-122.52033,839.1,4036.9,0.07,1.72,-9.79,-102.92,41.5260328,-122.5214629,840.13
56750351,41.083332,-122.52016,1834.5,3789.04,1.67,7.37,88.96,-108.87,41.0832031,-122.5212888,1835.56
27200593,41.611168,-122.52,785.5,4061.1,0.02,1.13,-9.75,-97.47,41.6110335,-122.5211333,786.52
27130701,41.157665,-122.52,1485.6,3861.36,0.74,4.81,47.07,-115.09,41.1575368,-122.521129,1486.66
2720 ngs,41.611168,-122.51984,785.5,4061.1,0.02,1.13,-9.75,-97.47,41.6110335,-122.5209733,786.52
2713 ngs,41.083332,-122.51984,1834.9,3785.8,1.77,7.38,85.84,-111.92,41.0832031,-122.5209688,1835.96
2713 ngs,41.157665,-122.51984,1485.6,3861.4,0.78,4.82,47.11,-115,41.1575368,-122.520969,1486.66
22302386,42.838333,-122.51917,957.7,4104.51,1.97,1.71,-23.75,-128.36,42.8381797,-122.5203194,958.84
2720 ngs,41.656334,-122.51917,776.6,4069.1,0.12,0.84,-8.56,-95.46,41.6561983,-122.5203034,777.61
27200592,41.656334,-122.51917,776.6,4069.1,0.12,0.84,-8.56,-95.46,41.6561983,-122.5203034,777.61
2713 ngs,41.656334,-122.51833,776.6,4069.1,0.12,0.83,-8.56,-95.47,41.6561983,-122.5194634,777.61
27130052,41.656334,-122.51833,776.6,4069.11,0.12,0.83,-8.55,-95.46,41.6561983,-122.5194634,777.61
88660079,41.534168,-122.51717,830.9,4035.36,0.16,1.54,-14.58,-106.87,41.5340356,-122.5183028,831.93
22302317,42.891998,-122.51717,945.2,4114.41,0.3,2.43,-22.55,-126.7,42.8918431,-122.5183204,946.36
3598 ngs,41.524834,-122.51667,843.4,4036.5,0.03,1.66,-8.75,-102.45,41.5247019,-122.5178028,844.44
35980870,41.525002,-122.51667,843.4,4036.49,0.03,1.66,-8.77,-102.48,41.5248699,-122.5178028,844.44
88660027,41.426167,-122.516,1283.8,3954.92,1.02,6.43,54.32,-83.24,41.4260337,-122.5171316,1284.93
27130060,41.500668,-122.515,862,4034.05,0.16,2.54,-3.29,-98.09,41.5005366,-122.5161326,863.04
27130806,41.240166,-122.515,2154.9,3734.16,3.41,9.44,118.76,-111.14,41.2400387,-122.516129,2156.06
2713 ngs,41.500668,-122.51483,862,4034.1,0.17,2.53,-3.24,-98.04,41.5005366,-122.5159626,863.04
2713 ngs,41.240166,-122.51483,2154.9,3734.21,3.47,9.43,118.81,-111.04,41.2400387,-122.515959,2156.06
22302387,42.861168,-122.51466,911.7,4116.97,0.05,1.85,-27.53,-128.74,42.861014,-122.5158097,912.85
22302272,42.733833,-122.51383,758.3,4137.79,1.5,1.88,-42.53,-124.94,42.7336816,-122.514977,759.42
22302300,42.553001,-122.51234,816.6,4114.6,0.09,1.23,-31.43,-122.49,42.5528524,-122.5134827,817.68
2713 ngs,41.138832,-122.51167,1643.5,3823.6,4.88,5.66,59.67,-115.23,41.1387038,-122.5127987,1644.56
27130700,41.139,-122.51167,1643.5,3823.62,4.83,5.64,59.67,-115.29,41.1388718,-122.5127987,1644.56
2713 ngs,42.243832,-122.51167,1551.7,3941.9,0.7,3.51,50.37,-120.55,42.2436841,-122.512808,1552.89
27131024,42.243999,-122.51167,1551.7,3941.89,0.68,3.51,50.34,-120.6,42.2438511,-122.512808,1552.89
3252 ngs,41.277832,-122.51133,2433.2,3686.71,6.8,17.79,153.7,-95.57,41.2777028,-122.5124593,2434.4
32520190,41.277832,-122.51133,2433.2,3686.71,6.8,17.79,153.7,-95.57,41.2777028,-122.5124593,2434.4
8866DFAL,41.343834,-122.51133,2409.1,3708.28,4.01,16.71,161.92,-88.53,41.343703,-122.5124602,2410.33
88660030,41.413502,-122.51067,1249,3951.73,4.09,9.31,41.54,-86.16,41.4133691,-122.5118012,1250.14
88660101,41.495335,-122.51017,865.9,4031.81,0.33,2.86,-3.85,-98.6,41.4951999,-122.5113024,866.94
27130999,42.123665,-122.51,1199.7,3996.39,4.5,3.03,7.16,-120.86,42.1235214,-122.5111366,1200.84
27130819,41.413834,-122.51,1248.8,3951.68,3.56,9.11,41.4,-87.01,41.4137011,-122.5111312,1249.94
2713 ngs,42.123665,-122.50983,1199.7,3996.4,4.34,3.02,7.17,-121.02,42.1235214,-122.5109666,1200.84
2713 ngs,41.413834,-122.50983,1248.8,3951.71,3.43,9.1,41.43,-87.12,41.4137011,-122.5109612,1249.94
88660080,41.534332,-122.50967,831.6,4032.23,0.2,1.46,-17.51,-109.92,41.5341998,-122.5108026,832.63
4058 ngs,42.123833,-122.50584,1198.2,3998,2.78,2.89,8.29,-121.42,42.1236894,-122.5069765,1199.35
4058 135,42.123833,-122.50584,1198.2,3998.04,2.78,2.89,8.33,-121.38,42.1236894,-122.5069765,1199.35
88660100,41.459332,-122.50567,1109.1,3983.85,2.24,6.03,26.41,-90.67,41.4591979,-122.5068017,1110.18
22302301,42.542168,-122.50467,824.8,4112.62,0.02,1.13,-29.91,-122.06,42.5420197,-122.5058122,825.88
22302385,42.808498,-122.50433,1061.9,4079.73,1.05,1.98,-13.71,-130.71,42.8083457,-122.5054783,1063.05
88660026,41.428165,-122.50367,1203.4,3965.53,0.73,5.63,39.97,-89.64,41.4280317,-122.5048012,1204.51
88660081,41.537498,-122.50317,828.5,4030.35,0.19,1.37,-20.63,-112.79,41.5373658,-122.5043024,829.54
88660031,41.419834,-122.50267,1179.1,3962.49,3.2,8.04,30.18,-91.81,41.419701,-122.503801,1180.23
22302391,42.728168,-122.502,762.6,4137.79,0.59,1.76,-40.69,-124.62,42.7280168,-122.5031465,763.72
88660099,41.464169,-122.50183,1044.7,3995.05,1.29,5.37,17.32,-94.11,41.4640348,-122.5029616,1045.77
22302404,42.665333,-122.5015,1251.8,4032.64,0.65,2.61,10.66,-127.49,42.6651828,-122.502645,1252.95
3252 ngs,41.898834,-122.50066,644.9,4103.21,0.31,2.2,-36.86,-107.34,41.8986946,-122.5017943,645.9
32520006,41.898834,-122.50066,644.9,4103.21,0.31,2.2,-36.86,-107.34,41.8986946,-122.5017943,645.9
3252 ngs,41.216331,-122.49934,1776,3812.8,0.3,4.03,82.76,-113.21,41.2162025,-122.5004684,1777.16
32520333,41.216499,-122.49934,1776,3812.79,0.3,4.04,82.74,-113.23,41.2163705,-122.5004684,1777.16
6154 ngs,42.513,-122.49883,824.1,4109.37,0.05,1.51,-30.74,-122.41,42.5128523,-122.4999713,825.2
88660024,41.425999,-122.4985,1104.5,3979.89,1.54,7.52,24.03,-91.74,41.4258687,-122.499631,1105.61
2713 ngs,41.216331,-122.49834,1776.1,3812.8,0.25,4.01,82.79,-113.26,41.2162026,-122.4994684,1777.26
27130805,41.216331,-122.49834,1776.1,3812.78,0.25,4.01,82.77,-113.28,41.2162026,-122.4994684,1777.26
2713 ngs,41.804668,-122.49834,853.7,4061.8,0.12,0.79,-5.41,-101.07,41.8045325,-122.4994736,854.73
27130663,41.804668,-122.49834,853.7,4061.76,0.12,0.79,-5.45,-101.11,41.8045325,-122.4994736,854.73
88660082,41.543835,-122.498,825.6,4029.67,0.39,1.28,-22.77,-114.49,41.5437033,-122.4991322,826.64
6154 ngs,42.133667,-122.497,1290.2,3982.46,2.63,2.62,20.23,-120.25,42.1335259,-122.4981363,1291.36
22302436,42.539665,-122.49683,825.1,4112.87,0.08,1.16,-29.34,-121.43,42.539517,-122.4979719,826.18
22302316,42.875668,-122.49583,936.3,4110.85,0.18,1.61,-27.38,-131.47,42.8755155,-122.4969795,937.47
88660095,41.468498,-122.49533,967.7,4008.1,0.72,4.55,6.24,-97.91,41.4683673,-122.4964615,968.76
88660025,41.431999,-122.49483,1062.6,3987.44,0.83,6.69,18.12,-94.47,41.4318687,-122.4959609,1063.7
22302271,42.745667,-122.4945,771.4,4137.31,0.45,1.72,-40.03,-125.14,42.7455166,-122.4956467,772.52
2713 ngs,41.727333,-122.49333,798.9,4056.9,0.07,0.57,-20.26,-110,41.7271988,-122.494463,799.93
2713 ngs,41.756332,-122.49333,790.7,4059,0.01,0.61,-23.3,-112.13,41.7561974,-122.4944631,791.73
27130741,41.756332,-122.49333,790.7,4059.03,0.01,0.61,-23.27,-112.1,41.7561974,-122.4944631,791.73
6154 ngs,42.667332,-122.49133,1184.4,4046.07,0.33,2.31,3.13,-128.06,42.6671825,-122.4924747,1185.54
88660110,41.3825,-122.491,1428.6,3905.12,3.6,9.97,53.09,-94.64,41.3823703,-122.4921301,1429.78
2720 ngs,41.479168,-122.49084,903.4,4017.8,0.03,3.24,-4.84,-103.74,41.4790372,-122.4919715,904.46
27200606,41.479168,-122.49084,903.4,4017.79,0.03,3.24,-4.85,-103.75,41.4790372,-122.4919715,904.46
88660096,41.472832,-122.49067,922.2,4014.64,0.2,3.85,-1.64,-101.88,41.4727013,-122.4918014,923.26
88660083,41.550335,-122.49033,815.5,4030.71,0.58,1.23,-25.43,-115.87,41.5502034,-122.491462,816.54
22302407,42.581665,-122.49033,941.5,4094.08,0.09,1.16,-16.03,-121.24,42.5815166,-122.4914727,942.61
27130038,41.478668,-122.49,903.4,4017.66,0.04,3.23,-4.94,-103.84,41.4785372,-122.4911314,904.46
27130417,41.643166,-122.49,768.4,4062.64,0.28,0.82,-16.36,-102.2,41.643033,-122.4911324,769.41
2713 ngs,41.478668,-122.48983,903.4,4017.71,0.04,3.22,-4.89,-103.8,41.4785372,-122.4909614,904.46
2713 ngs,41.643166,-122.48983,768.4,4062.6,0.29,0.82,-16.4,-102.23,41.643033,-122.4909624,769.41
6154 ngs,42.8605,-122.48967,922.3,4111.97,0.32,1.5,-29.21,-131.68,42.8603478,-122.4908189,923.47
22302411,42.626335,-122.48833,1129.9,4060.03,0.31,1.49,3.99,-121.91,42.6261861,-122.4894737,1131.04
6154 ngs,42.640499,-122.48734,1143,4055.97,0.29,1.64,2.69,-124.55,42.6403499,-122.488484,1144.14
22302201,42.756668,-122.48717,791.9,4133.46,0.02,1.67,-38.56,-126.45,42.7565176,-122.4883167,793.02
5025289,42.094666,-122.48666,1477,3936.55,0.86,3.64,35.42,-126.82,42.0945256,-122.4877956,1478.15
88660023,41.432167,-122.48617,1038.2,3988.21,2.05,6.09,11.35,-97.87,41.4320368,-122.4873006,1039.3
32520008,41.964001,-122.484,1078.9,4010.73,2.47,2.37,-1.38,-118.48,41.9638626,-122.4851342,1079.93
3252 ngs,41.963833,-122.48383,1078.9,4010.71,2.52,2.39,-1.38,-118.42,41.9636946,-122.4849642,1079.93
88660097,41.473999,-122.48383,902.7,4014.48,0.06,3.33,-7.92,-106.61,41.4738684,-122.4849611,903.76
4058 ngs,42.131832,-122.48283,1389,3959.6,0.14,2.32,28,-126.39,42.131691,-122.4839659,1390.17
